session_id,user_id,activity,activity_datetime
20241026-00000023,20230101-00000039,add_to_cart,2024-10-26 10:00:24.681656635
20241026-00000023,20230101-00000039,checkout,2024-10-26 10:07:50.262772621
20241026-00000023,20230101-00000039,paid,2024-10-26 10:11:54.252164517
20241026-00000024,20231115-00001194,landing_page,2024-10-26 09:58:41.000000000
20241026-00000024,20231115-00001194,product_view,2024-10-26 09:59:19.370981946
20241026-00000025,20230920-00000973,landing_page,2024-10-26 10:02:38.000000000
20241026-00000026,20230525-00000520,landing_page,2024-10-26 10:14:53.000000000
20241026-00000027,20230201-00000134,landing_page,2024-10-26 10:34:44.000000000
20241026-00000028,20231202-00001249,landing_page,2024-10-26 10:58:48.000000000
20241026-00000029,20240129-00001422,landing_page,2024-10-26 11:13:16.000000000
20241026-00000029,20240129-00001422,product_view,2024-10-26 11:14:32.106649455
20241026-00000029,20240129-00001422,add_to_cart,2024-10-26 11:47:14.481759584
20241026-00000029,20240129-00001422,checkout,2024-10-26 11:54:54.931085085
20241026-00000030,20230930-00001004,landing_page,2024-10-26 11:26:37.000000000
20241026-00000030,20230930-00001004,product_view,2024-10-26 11:26:54.576285861
20241026-00000030,20230930-00001004,add_to_cart,2024-10-26 11:34:23.376795401
20241026-00000030,20230930-00001004,checkout,2024-10-26 11:43:21.333259816
20241026-00000030,20230930-00001004,paid,2024-10-26 11:44:01.249864858
20241026-00000031,20240511-00001609,landing_page,2024-10-26 11:28:52.000000000
20241026-00000031,20240511-00001609,product_view,2024-10-26 11:29:48.651936633
20241026-00000031,20240511-00001609,add_to_cart,2024-10-26 11:36:55.222385815
20241026-00000031,20240511-00001609,checkout,2024-10-26 11:42:49.328431029
20241026-00000031,20240511-00001609,paid,2024-10-26 11:50:06.778994956
20241026-00000032,20230717-00000697,landing_page,2024-10-26 11:30:50.000000000
20241026-00000033,20230704-00000658,landing_page,2024-10-26 11:40:57.000000000
20241026-00000033,20230704-00000658,product_view,2024-10-26 11:41:47.613081273
20241026-00000034,20240207-00001438,landing_page,2024-10-26 11:42:32.000000000
20241026-00000035,20231231-00001364,landing_page,2024-10-26 11:43:38.000000000
20241026-00000035,20231231-00001364,product_view,2024-10-26 11:46:51.971372519
20241026-00000036,20230816-00000821,landing_page,2024-10-26 11:54:56.000000000
20241026-00000036,20230816-00000821,product_view,2024-10-26 11:55:55.224948241
20241026-00000036,20230816-00000821,add_to_cart,2024-10-26 11:57:40.954842639
20241026-00000036,20230816-00000821,checkout,2024-10-26 12:07:32.835418953
20241026-00000036,20230816-00000821,paid,2024-10-26 12:12:23.240713994
20241026-00000037,20240330-00001537,landing_page,2024-10-26 12:45:45.000000000
20241026-00000037,20240330-00001537,product_view,2024-10-26 12:46:19.857797791
20241026-00000038,20230102-00000051,landing_page,2024-10-26 12:56:24.000000000
20241026-00000038,20230102-00000051,product_view,2024-10-26 12:56:29.715882788
20241026-00000038,20230102-00000051,add_to_cart,2024-10-26 12:57:51.489891722
20241026-00000039,20230510-00000473,landing_page,2024-10-26 12:58:41.000000000
20241026-00000039,20230510-00000473,product_view,2024-10-26 12:59:30.341387915
20241026-00000039,20230510-00000473,add_to_cart,2024-10-26 13:14:31.713007926
20241026-00000039,20230510-00000473,checkout,2024-10-26 13:24:34.909779303
20241026-00000039,20230510-00000473,paid,2024-10-26 13:58:54.515566896
20241026-00000040,20230713-00000685,landing_page,2024-10-26 13:03:01.000000000
20241026-00000041,20230319-00000284,landing_page,2024-10-26 13:19:11.000000000
20241026-00000042,20240929-00001912,landing_page,2024-10-26 13:26:05.000000000
20241026-00000043,20230816-00000817,landing_page,2024-10-26 13:44:50.000000000
20241026-00000043,20230816-00000817,product_view,2024-10-26 13:46:00.816870169
20241026-00000044,20230701-00000645,landing_page,2024-10-26 13:54:16.000000000
20241026-00000044,20230701-00000645,product_view,2024-10-26 13:57:01.434153917
20241026-00000044,20230701-00000645,add_to_cart,2024-10-26 14:04:48.033619902
20241026-00000044,20230701-00000645,checkout,2024-10-26 14:08:04.120029365
20241026-00000045,20240218-00001455,landing_page,2024-10-26 14:05:39.000000000
20241026-00000046,20230101-00000044,landing_page,2024-10-26 14:14:50.000000000
20241026-00000046,20230101-00000044,product_view,2024-10-26 14:14:56.531997607
20241026-00000046,20230101-00000044,add_to_cart,2024-10-26 14:24:44.738439552
20241026-00000047,20230114-00000085,landing_page,2024-10-26 14:15:33.000000000
20241026-00000047,20230114-00000085,product_view,2024-10-26 14:16:45.999152020
20241026-00000048,20241005-00001924,landing_page,2024-10-26 14:19:28.000000000
20241026-00000049,20230917-00000960,landing_page,2024-10-26 14:34:05.000000000
20241026-00000049,20230917-00000960,product_view,2024-10-26 14:38:02.946753855
20241026-00000049,20230917-00000960,add_to_cart,2024-10-26 14:51:58.388571461
20241026-00000049,20230917-00000960,checkout,2024-10-26 15:06:51.939021466
20241026-00000049,20230917-00000960,paid,2024-10-26 15:13:44.344425112
20241026-00000050,20230316-00000269,landing_page,2024-10-26 14:39:43.000000000
20241026-00000050,20230316-00000269,product_view,2024-10-26 14:40:35.909910989
20241026-00000050,20230316-00000269,add_to_cart,2024-10-26 15:06:44.728532267
20241026-00000050,20230316-00000269,checkout,2024-10-26 15:09:56.178629149
20241026-00000050,20230316-00000269,paid,2024-10-26 15:13:10.968297324
20241026-00000051,20240529-00001647,landing_page,2024-10-26 14:49:20.000000000
20241026-00000052,20230221-00000195,landing_page,2024-10-26 14:52:24.000000000
20241026-00000052,20230221-00000195,product_view,2024-10-26 14:52:47.056993574
20241026-00000053,20231205-00001267,landing_page,2024-10-26 14:55:16.000000000
20241026-00000054,20230628-00000628,landing_page,2024-10-26 15:06:12.000000000
20241026-00000054,20230628-00000628,product_view,2024-10-26 15:08:12.363249481
20241026-00000054,20230628-00000628,add_to_cart,2024-10-26 15:22:05.992876654
20241026-00000054,20230628-00000628,checkout,2024-10-26 15:30:25.457675065
20241026-00000054,20230628-00000628,paid,2024-10-26 15:32:24.718115589
20241026-00000055,20240207-00001437,landing_page,2024-10-26 15:24:25.000000000
20241026-00000056,20240709-00001730,landing_page,2024-10-26 15:27:13.000000000
20241026-00000057,20230702-00000650,landing_page,2024-10-26 15:33:34.000000000
20241026-00000058,20240327-00001532,landing_page,2024-10-26 15:35:51.000000000
20241026-00000058,20240327-00001532,product_view,2024-10-26 15:36:25.149232807
20241026-00000058,20240327-00001532,add_to_cart,2024-10-26 16:32:58.593062354
20241026-00000058,20240327-00001532,checkout,2024-10-26 16:42:48.635458975
20241026-00000058,20240327-00001532,paid,2024-10-26 17:15:34.326588293
20241026-00000059,20240202-00001427,landing_page,2024-10-26 15:46:14.000000000
20241026-00000059,20240202-00001427,product_view,2024-10-26 15:47:16.588096485
20241026-00000060,20230426-00000422,landing_page,2024-10-26 15:48:07.000000000
20241026-00000061,20240824-00001841,landing_page,2024-10-26 15:55:36.000000000
20241026-00000061,20240824-00001841,product_view,2024-10-26 15:56:23.383422068
20241026-00000061,20240824-00001841,add_to_cart,2024-10-26 15:57:30.581959670
20241026-00000061,20240824-00001841,checkout,2024-10-26 16:06:01.479534911
20241026-00000062,20230331-00000323,landing_page,2024-10-26 16:06:47.000000000
20241026-00000063,20230101-00000033,landing_page,2024-10-26 16:15:47.000000000
20241026-00000063,20230101-00000033,product_view,2024-10-26 16:18:53.349165489
20241026-00000064,20240911-00001883,landing_page,2024-10-26 16:25:00.000000000
20241026-00000064,20240911-00001883,product_view,2024-10-26 16:27:34.354346605
20241026-00000064,20240911-00001883,add_to_cart,2024-10-26 16:41:15.695153537
20241026-00000064,20240911-00001883,checkout,2024-10-26 16:50:41.028269188
20241026-00000064,20240911-00001883,paid,2024-10-26 17:18:15.360877710
20241026-00000065,20240926-00001902,landing_page,2024-10-26 16:42:41.000000000
20241026-00000066,20231217-00001307,landing_page,2024-10-26 16:46:57.000000000
20241026-00000066,20231217-00001307,product_view,2024-10-26 16:47:43.992974203
20241026-00000066,20231217-00001307,add_to_cart,2024-10-26 17:07:15.920765251
20241026-00000066,20231217-00001307,checkout,2024-10-26 17:20:07.865737157
20241026-00000067,20230118-00000094,landing_page,2024-10-26 16:53:31.000000000
20241026-00000067,20230118-00000094,product_view,2024-10-26 16:59:25.867689780
20241026-00000067,20230118-00000094,add_to_cart,2024-10-26 17:04:26.878105676
20241026-00000068,20230527-00000527,landing_page,2024-10-26 16:53:39.000000000
20241026-00000068,20230527-00000527,product_view,2024-10-26 16:57:21.680509942
20241026-00000068,20230527-00000527,add_to_cart,2024-10-26 16:59:13.529827733
20241026-00000068,20230527-00000527,checkout,2024-10-26 17:07:24.291613498
20241026-00000068,20230527-00000527,paid,2024-10-26 17:15:21.001818592
20241026-00000069,20231114-00001190,landing_page,2024-10-26 17:02:03.000000000
20241026-00000069,20231114-00001190,product_view,2024-10-26 17:02:55.406600340
20241026-00000069,20231114-00001190,add_to_cart,2024-10-26 17:39:31.523333139
20241026-00000070,20240603-00001657,landing_page,2024-10-26 17:54:09.000000000
20241026-00000071,20230816-00000818,landing_page,2024-10-26 17:55:45.000000000
20241026-00000072,20230805-00000766,landing_page,2024-10-26 18:00:02.000000000
20241026-00000072,20230805-00000766,product_view,2024-10-26 18:00:36.407069469
20241026-00000072,20230805-00000766,add_to_cart,2024-10-26 18:07:02.716784160
20241026-00000072,20230805-00000766,checkout,2024-10-26 18:15:27.238710532
20241026-00000072,20230805-00000766,paid,2024-10-26 18:15:51.409109786
20241026-00000073,20240330-00001539,landing_page,2024-10-26 18:07:31.000000000
20241026-00000074,20231130-00001244,landing_page,2024-10-26 18:09:02.000000000
20241026-00000074,20231130-00001244,product_view,2024-10-26 18:10:35.485774359
20241026-00000074,20231130-00001244,add_to_cart,2024-10-26 18:15:50.946180389
20241026-00000074,20231130-00001244,checkout,2024-10-26 18:25:07.540229386
20241026-00000074,20231130-00001244,paid,2024-10-26 18:29:42.430759696
20241026-00000075,20230627-00000624,landing_page,2024-10-26 18:32:44.000000000
20241026-00000075,20230627-00000624,product_view,2024-10-26 18:35:42.142153927
20241026-00000076,20240927-00001904,landing_page,2024-10-26 18:37:21.000000000
20241026-00000077,20231216-00001302,landing_page,2024-10-26 18:43:25.000000000
20241026-00000078,20240404-00001548,landing_page,2024-10-26 19:08:19.000000000
20241026-00000079,20230423-00000410,landing_page,2024-10-26 19:11:34.000000000
20241026-00000080,20230404-00000341,landing_page,2024-10-26 19:15:26.000000000
20241026-00000080,20230404-00000341,product_view,2024-10-26 19:16:32.572425869
20241026-00000080,20230404-00000341,add_to_cart,2024-10-26 19:46:51.050186315
20241026-00000080,20230404-00000341,checkout,2024-10-26 19:51:43.290957057
20241026-00000080,20230404-00000341,paid,2024-10-26 20:36:24.747677129
20241026-00000081,20240703-00001715,landing_page,2024-10-26 19:30:36.000000000
20241026-00000081,20240703-00001715,product_view,2024-10-26 19:30:55.725566156
20241026-00000081,20240703-00001715,add_to_cart,2024-10-26 20:04:54.202124264
20241026-00000081,20240703-00001715,checkout,2024-10-26 20:16:47.105765176
20241026-00000081,20240703-00001715,paid,2024-10-26 20:18:46.643015695
20241026-00000082,20240226-00001467,landing_page,2024-10-26 19:30:57.000000000
20241026-00000083,20230207-00000148,landing_page,2024-10-26 19:31:12.000000000
20241026-00000084,20230202-00000138,landing_page,2024-10-26 19:33:57.000000000
20241026-00000085,20230218-00000183,landing_page,2024-10-26 19:37:47.000000000
20241026-00000086,20241003-00001917,landing_page,2024-10-26 19:38:25.000000000
20241026-00000086,20241003-00001917,product_view,2024-10-26 19:38:35.206941556
20241026-00000086,20241003-00001917,add_to_cart,2024-10-26 19:39:44.597533716
20241026-00000086,20241003-00001917,checkout,2024-10-26 19:44:27.268487657
20241026-00000086,20241003-00001917,paid,2024-10-26 19:49:18.013145798
20241026-00000087,20230113-00000081,landing_page,2024-10-26 19:39:01.000000000
20241026-00000088,20231129-00001241,landing_page,2024-10-26 19:56:00.000000000
20241026-00000089,20231105-00001149,landing_page,2024-10-26 20:03:04.000000000
20241026-00000089,20231105-00001149,product_view,2024-10-26 20:03:10.207046091
20241026-00000089,20231105-00001149,add_to_cart,2024-10-26 20:05:30.289745704
20241026-00000089,20231105-00001149,checkout,2024-10-26 20:09:24.633551031
20241026-00000089,20231105-00001149,paid,2024-10-26 20:14:27.051322321
20241026-00000090,20230512-00000477,landing_page,2024-10-26 20:12:20.000000000
20241026-00000091,20231011-00001047,landing_page,2024-10-26 20:20:59.000000000
20241026-00000092,20240704-00001719,landing_page,2024-10-26 20:29:43.000000000
20241026-00000092,20240704-00001719,product_view,2024-10-26 20:30:50.985174278
20241026-00000092,20240704-00001719,add_to_cart,2024-10-26 21:04:53.253495807
20241026-00000093,20231111-00001178,landing_page,2024-10-26 20:36:18.000000000
20241026-00000093,20231111-00001178,product_view,2024-10-26 20:37:06.113313068
20241026-00000093,20231111-00001178,add_to_cart,2024-10-26 20:46:22.692740718
20241026-00000093,20231111-00001178,checkout,2024-10-26 20:49:11.290514897
20241026-00000093,20231111-00001178,paid,2024-10-26 21:00:15.610557783
20241026-00000094,20230507-00000456,landing_page,2024-10-26 20:36:40.000000000
20241026-00000094,20230507-00000456,product_view,2024-10-26 20:37:16.966830296
20241026-00000095,20241014-00001943,landing_page,2024-10-26 20:40:12.000000000
20241026-00000096,20230524-00000516,landing_page,2024-10-26 20:42:24.000000000
20241026-00000096,20230524-00000516,product_view,2024-10-26 20:50:17.696616702
20241026-00000097,20240610-00001668,landing_page,2024-10-26 20:54:15.000000000
20241026-00000097,20240610-00001668,product_view,2024-10-26 20:54:28.770509620
20241026-00000098,20230503-00000443,landing_page,2024-10-26 21:00:14.000000000
20241026-00000099,20240226-00001466,landing_page,2024-10-26 21:10:40.000000000
20241026-00000100,20231205-00001271,landing_page,2024-10-26 21:53:04.000000000
20241026-00000101,20230403-00000332,landing_page,2024-10-26 21:58:05.000000000
20241026-00000102,20240923-00001899,landing_page,2024-10-26 22:02:11.000000000
20241026-00000102,20240923-00001899,product_view,2024-10-26 22:04:29.808646488
20241026-00000102,20240923-00001899,add_to_cart,2024-10-26 22:17:11.099798167
20241026-00000102,20240923-00001899,checkout,2024-10-26 22:27:28.526825414
20241026-00000102,20240923-00001899,paid,2024-10-26 22:27:48.858113348
20241026-00000103,20230106-00000059,landing_page,2024-10-26 22:20:13.000000000
20241026-00000104,20240929-00001910,landing_page,2024-10-26 22:54:13.000000000
20241026-00000105,20240426-00001581,landing_page,2024-10-26 23:02:28.000000000
20241026-00000106,20230912-00000930,landing_page,2024-10-26 23:02:45.000000000
20241026-00000107,20230312-00000250,landing_page,2024-10-26 23:12:09.000000000
20241026-00000107,20230312-00000250,product_view,2024-10-26 23:12:48.508918926
20241026-00000108,20231008-00001039,landing_page,2024-10-26 23:31:46.000000000
20241026-00000108,20231008-00001039,product_view,2024-10-26 23:31:55.969480285
20241026-00000109,20230711-00000676,landing_page,2024-10-26 23:45:05.000000000
20241027-00000001,20230226-00000211,landing_page,2024-10-27 04:03:15.000000000
20241027-00000001,20230226-00000211,product_view,2024-10-27 04:04:56.907859684
20241027-00000002,20231207-00001276,landing_page,2024-10-27 05:12:56.000000000
20241027-00000003,20231011-00001047,landing_page,2024-10-27 05:25:46.000000000
20241027-00000003,20231011-00001047,product_view,2024-10-27 05:28:38.531744106
20241027-00000003,20231011-00001047,add_to_cart,2024-10-27 05:39:04.695997301
20241027-00000003,20231011-00001047,checkout,2024-10-27 05:48:04.664133838
20241027-00000003,20231011-00001047,paid,2024-10-27 06:51:52.889723252
20241027-00000004,20240913-00001886,landing_page,2024-10-27 05:45:24.000000000
20241027-00000005,20240121-00001405,landing_page,2024-10-27 06:45:02.000000000
20241027-00000005,20240121-00001405,product_view,2024-10-27 06:47:41.168422014
20241027-00000005,20240121-00001405,add_to_cart,2024-10-27 06:50:51.064258243
20241027-00000006,20231002-00001015,landing_page,2024-10-27 06:55:33.000000000
20241027-00000006,20231002-00001015,product_view,2024-10-27 06:57:30.556036060
20241027-00000007,20240301-00001474,landing_page,2024-10-27 06:57:28.000000000
20241027-00000007,20240301-00001474,product_view,2024-10-27 07:02:16.890626822
20241027-00000007,20240301-00001474,add_to_cart,2024-10-27 07:21:16.319894010
20241027-00000007,20240301-00001474,checkout,2024-10-27 07:31:44.925511304
20241027-00000008,20230330-00000322,landing_page,2024-10-27 07:07:37.000000000
20241027-00000009,20231202-00001249,landing_page,2024-10-27 07:16:04.000000000
20241027-00000010,20231030-00001127,landing_page,2024-10-27 07:31:11.000000000
20241027-00000010,20231030-00001127,product_view,2024-10-27 07:31:59.895510801
20241027-00000011,20231107-00001162,landing_page,2024-10-27 07:33:14.000000000
20241027-00000011,20231107-00001162,product_view,2024-10-27 07:36:05.907523201
20241027-00000012,20231115-00001194,landing_page,2024-10-27 07:42:38.000000000
20241027-00000012,20231115-00001194,product_view,2024-10-27 07:44:40.572373778
20241027-00000012,20231115-00001194,add_to_cart,2024-10-27 07:58:14.209927957
20241027-00000012,20231115-00001194,checkout,2024-10-27 08:05:42.318782766
20241027-00000012,20231115-00001194,paid,2024-10-27 08:07:26.807731582
20241027-00000013,20231211-00001292,landing_page,2024-10-27 07:46:30.000000000
20241027-00000014,20230321-00000288,landing_page,2024-10-27 07:57:13.000000000
20241027-00000014,20230321-00000288,product_view,2024-10-27 07:58:04.334051920
20241027-00000015,20240305-00001485,landing_page,2024-10-27 07:59:57.000000000
20241027-00000016,20240511-00001608,landing_page,2024-10-27 08:44:07.000000000
20241027-00000016,20240511-00001608,product_view,2024-10-27 08:47:29.821939105
20241027-00000017,20230419-00000402,landing_page,2024-10-27 09:18:31.000000000
20241027-00000018,20231212-00001293,landing_page,2024-10-27 09:39:41.000000000
20241027-00000019,20240902-00001862,landing_page,2024-10-27 09:42:01.000000000
20241027-00000020,20231229-00001348,landing_page,2024-10-27 09:53:03.000000000
20241027-00000020,20231229-00001348,product_view,2024-10-27 09:58:58.798042879
20241027-00000020,20231229-00001348,add_to_cart,2024-10-27 09:59:38.295658433
20241027-00000020,20231229-00001348,checkout,2024-10-27 10:04:09.732531345
20241027-00000020,20231229-00001348,paid,2024-10-27 10:12:00.324893176
20241027-00000021,20240521-00001631,landing_page,2024-10-27 10:09:33.000000000
20241027-00000022,20230730-00000737,landing_page,2024-10-27 10:09:37.000000000
20241027-00000023,20240505-00001596,landing_page,2024-10-27 10:32:32.000000000
20241027-00000023,20240505-00001596,product_view,2024-10-27 10:33:52.359144542
20241027-00000023,20240505-00001596,add_to_cart,2024-10-27 10:42:06.453419033
20241027-00000023,20240505-00001596,checkout,2024-10-27 10:49:41.765829783
20241027-00000023,20240505-00001596,paid,2024-10-27 17:48:54.103672475
20241027-00000024,20231003-00001017,landing_page,2024-10-27 11:16:09.000000000
20241027-00000025,20230415-00000386,landing_page,2024-10-27 11:23:36.000000000
20241027-00000025,20230415-00000386,product_view,2024-10-27 11:27:53.618105011
20241027-00000026,20230920-00000973,landing_page,2024-10-27 11:34:15.000000000
20241027-00000026,20230920-00000973,product_view,2024-10-27 11:35:04.464705929
20241027-00000026,20230920-00000973,add_to_cart,2024-10-27 11:47:29.243410888
20241027-00000027,20230710-00000670,landing_page,2024-10-27 11:42:10.000000000
20241027-00000028,20240223-00001462,landing_page,2024-10-27 11:53:49.000000000
20241027-00000029,20231018-00001075,landing_page,2024-10-27 12:01:13.000000000
20241027-00000029,20231018-00001075,product_view,2024-10-27 12:01:19.654024829
20241027-00000029,20231018-00001075,add_to_cart,2024-10-27 12:07:38.829954913
20241027-00000030,20230201-00000133,landing_page,2024-10-27 12:32:02.000000000
20241027-00000030,20230201-00000133,product_view,2024-10-27 12:34:32.320622907
20241027-00000030,20230201-00000133,add_to_cart,2024-10-27 12:37:14.582040920
20241027-00000031,20230816-00000819,landing_page,2024-10-27 12:51:01.000000000
20241027-00000032,20230218-00000184,landing_page,2024-10-27 13:14:57.000000000
20241027-00000033,20230824-00000856,landing_page,2024-10-27 13:24:26.000000000
20241027-00000034,20240829-00001853,landing_page,2024-10-27 13:32:31.000000000
20241027-00000034,20240829-00001853,product_view,2024-10-27 13:33:57.937924108
20241027-00000034,20240829-00001853,add_to_cart,2024-10-27 13:39:18.581524014
20241027-00000034,20240829-00001853,checkout,2024-10-27 13:48:23.535159250
20241027-00000034,20240829-00001853,paid,2024-10-27 15:10:48.899697314
20241027-00000035,20230712-00000678,landing_page,2024-10-27 13:37:31.000000000
20241027-00000035,20230712-00000678,product_view,2024-10-27 13:38:05.740911306
20241027-00000036,20230528-00000533,landing_page,2024-10-27 14:15:34.000000000
20241027-00000036,20230528-00000533,product_view,2024-10-27 14:18:52.288628431
20241027-00000036,20230528-00000533,add_to_cart,2024-10-27 14:21:54.717866974
20241027-00000036,20230528-00000533,checkout,2024-10-27 14:24:54.962269385
20241027-00000036,20230528-00000533,paid,2024-10-27 14:47:47.724307672
20241027-00000037,20240712-00001738,landing_page,2024-10-27 14:19:02.000000000
20241027-00000037,20240712-00001738,product_view,2024-10-27 14:30:47.393941985
20241027-00000038,20230625-00000619,landing_page,2024-10-27 14:23:29.000000000
20241027-00000039,20240403-00001545,landing_page,2024-10-27 14:29:39.000000000
20241027-00000039,20240403-00001545,product_view,2024-10-27 14:30:34.753715686
20241027-00000039,20240403-00001545,add_to_cart,2024-10-27 14:32:39.108624779
20241027-00000039,20240403-00001545,checkout,2024-10-27 14:41:38.779688721
20241027-00000039,20240403-00001545,paid,2024-10-27 14:53:20.998320177
20241027-00000040,20241023-00001958,landing_page,2024-10-27 14:40:22.000000000
20241027-00000040,20241023-00001958,product_view,2024-10-27 14:40:45.159183295
20241027-00000041,20230616-00000581,landing_page,2024-10-27 15:04:26.000000000
20241027-00000041,20230616-00000581,product_view,2024-10-27 15:04:35.569194758
20241027-00000042,20230910-00000925,landing_page,2024-10-27 15:06:13.000000000
20241027-00000043,20230213-00000169,landing_page,2024-10-27 15:07:51.000000000
20241027-00000043,20230213-00000169,product_view,2024-10-27 15:09:42.368139728
20241027-00000043,20230213-00000169,add_to_cart,2024-10-27 15:11:09.340124585
20241027-00000044,20240330-00001539,landing_page,2024-10-27 15:12:59.000000000
20241027-00000044,20240330-00001539,product_view,2024-10-27 15:17:52.959442859
20241027-00000044,20240330-00001539,add_to_cart,2024-10-27 15:25:09.630942645
20241027-00000044,20240330-00001539,checkout,2024-10-27 15:29:58.998034190
20241027-00000044,20240330-00001539,paid,2024-10-27 15:42:46.835439685
20241027-00000045,20230701-00000645,landing_page,2024-10-27 15:21:42.000000000
20241027-00000045,20230701-00000645,product_view,2024-10-27 15:23:16.155481249
20241027-00000045,20230701-00000645,add_to_cart,2024-10-27 15:26:31.838126624
20241027-00000046,20240123-00001409,landing_page,2024-10-27 15:32:32.000000000
20241027-00000047,20230604-00000552,landing_page,2024-10-27 15:32:46.000000000
20241027-00000047,20230604-00000552,product_view,2024-10-27 15:34:15.920874967
20241027-00000047,20230604-00000552,add_to_cart,2024-10-27 15:36:10.355733691
20241027-00000048,20230721-00000709,landing_page,2024-10-27 15:36:00.000000000
20241027-00000049,20240928-00001906,landing_page,2024-10-27 15:57:06.000000000
20241027-00000049,20240928-00001906,product_view,2024-10-27 15:57:28.032855428
20241027-00000049,20240928-00001906,add_to_cart,2024-10-27 16:13:42.304056353
20241027-00000050,20230528-00000531,landing_page,2024-10-27 16:11:27.000000000
20241027-00000051,20230207-00000148,landing_page,2024-10-27 16:12:22.000000000
20241027-00000051,20230207-00000148,product_view,2024-10-27 16:12:37.496770722
20241027-00000051,20230207-00000148,add_to_cart,2024-10-27 16:28:46.544314193
20241027-00000051,20230207-00000148,checkout,2024-10-27 16:35:31.156679415
20241027-00000051,20230207-00000148,paid,2024-10-27 20:56:20.541433791
20241027-00000052,20230215-00000173,landing_page,2024-10-27 16:38:15.000000000
20241027-00000053,20240426-00001581,landing_page,2024-10-27 16:46:16.000000000
20241027-00000054,20240126-00001415,landing_page,2024-10-27 16:59:59.000000000
20241027-00000054,20240126-00001415,product_view,2024-10-27 17:08:46.402099168
20241027-00000054,20240126-00001415,add_to_cart,2024-10-27 17:10:51.594537606
20241027-00000054,20240126-00001415,checkout,2024-10-27 17:13:49.905025110
20241027-00000054,20240126-00001415,paid,2024-10-27 17:44:05.902348720
20241027-00000055,20230821-00000841,landing_page,2024-10-27 17:04:38.000000000
20241027-00000056,20230101-00000044,landing_page,2024-10-27 17:21:27.000000000
20241027-00000056,20230101-00000044,product_view,2024-10-27 17:22:04.234338683
20241027-00000056,20230101-00000044,add_to_cart,2024-10-27 17:22:27.706203170
20241027-00000056,20230101-00000044,checkout,2024-10-27 17:23:46.679029755
20241027-00000056,20230101-00000044,paid,2024-10-27 17:23:56.717649088
20241027-00000057,20230118-00000093,landing_page,2024-10-27 17:24:43.000000000
20241027-00000058,20230326-00000312,landing_page,2024-10-27 17:52:37.000000000
20241027-00000059,20231224-00001334,landing_page,2024-10-27 18:00:09.000000000
20241027-00000059,20231224-00001334,product_view,2024-10-27 18:10:01.621164940
20241027-00000060,20231201-00001248,landing_page,2024-10-27 18:24:24.000000000
20241027-00000060,20231201-00001248,product_view,2024-10-27 18:30:10.743497890
20241027-00000060,20231201-00001248,add_to_cart,2024-10-27 18:38:22.550641496
20241027-00000061,20230116-00000090,landing_page,2024-10-27 18:27:48.000000000
20241027-00000061,20230116-00000090,product_view,2024-10-27 18:29:49.409990898
20241027-00000061,20230116-00000090,add_to_cart,2024-10-27 18:35:22.380105001
20241027-00000061,20230116-00000090,checkout,2024-10-27 18:39:08.625899036
20241027-00000061,20230116-00000090,paid,2024-10-27 18:42:14.564635757
20241027-00000062,20230728-00000731,landing_page,2024-10-27 18:41:58.000000000
20241027-00000062,20230728-00000731,product_view,2024-10-27 18:42:22.128762581
20241027-00000062,20230728-00000731,add_to_cart,2024-10-27 18:47:53.209155237
20241027-00000063,20240117-00001395,landing_page,2024-10-27 18:55:48.000000000
20241027-00000064,20230414-00000381,landing_page,2024-10-27 19:03:04.000000000
20241027-00000065,20240813-00001811,landing_page,2024-10-27 19:05:16.000000000
20241027-00000065,20240813-00001811,product_view,2024-10-27 19:09:27.234956294
20241027-00000066,20230813-00000799,landing_page,2024-10-27 19:25:55.000000000
20241027-00000067,20230725-00000720,landing_page,2024-10-27 19:31:26.000000000
20241027-00000068,20230817-00000822,landing_page,2024-10-27 19:31:46.000000000
20241027-00000068,20230817-00000822,product_view,2024-10-27 19:32:50.558902515
20241027-00000069,20230802-00000748,landing_page,2024-10-27 19:33:11.000000000
20241027-00000070,20230811-00000790,landing_page,2024-10-27 19:40:53.000000000
20241027-00000070,20230811-00000790,product_view,2024-10-27 19:41:11.244979311
20241027-00000070,20230811-00000790,add_to_cart,2024-10-27 19:44:05.749780037
20241027-00000071,20241011-00001936,landing_page,2024-10-27 19:42:59.000000000
20241027-00000071,20241011-00001936,product_view,2024-10-27 19:43:54.706949688
20241027-00000071,20241011-00001936,add_to_cart,2024-10-27 19:51:13.823860259
20241027-00000072,20241014-00001943,landing_page,2024-10-27 19:43:55.000000000
20241027-00000073,20230219-00000189,landing_page,2024-10-27 19:58:17.000000000
20241027-00000073,20230219-00000189,product_view,2024-10-27 19:59:01.514522557
20241027-00000074,20230701-00000642,landing_page,2024-10-27 20:05:15.000000000
20241027-00000075,20231129-00001241,landing_page,2024-10-27 20:07:42.000000000
20241027-00000075,20231129-00001241,product_view,2024-10-27 20:09:10.132821088
20241027-00000075,20231129-00001241,add_to_cart,2024-10-27 20:31:34.831817630
20241027-00000075,20231129-00001241,checkout,2024-10-27 20:40:04.076971710
20241027-00000075,20231129-00001241,paid,2024-10-27 21:54:29.088300276
20241027-00000076,20231122-00001219,landing_page,2024-10-27 20:14:41.000000000
20241027-00000076,20231122-00001219,product_view,2024-10-27 20:15:30.770445043
