session_id,user_id,trx_id,date,total_price
20240926-00000036,20231231-00001366,20240926-00003200,2024-09-26 20:07:17.590181889,384000
20240927-00000022,20230911-00000926,20240927-00003201,2024-09-27 12:39:45.845410367,295800
20240927-00000026,20231003-00001018,20240927-00003202,2024-09-27 14:36:43.836042325,717000
20240927-00000030,20230710-00000671,20240927-00003203,2024-09-27 14:41:32.394151886,41700
20240927-00000033,20230131-00000132,20240927-00003204,2024-09-27 15:17:35.427030334,417800
20240927-00000055,20231204-00001264,20240927-00003205,2024-09-27 23:19:41.461643928,911400
20240927-00000061,20231109-00001167,20240927-00003206,2024-09-27 23:25:43.245606234,260800
20240928-00000004,20230415-00000385,20240928-00003207,2024-09-28 08:37:17.218828736,188500
20240928-00000009,20240309-00001494,20240928-00003208,2024-09-28 09:06:17.625961813,91600
20240928-00000010,20230805-00000759,20240928-00003209,2024-09-28 09:16:43.235106843,378900
20240928-00000012,20240508-00001600,20240928-00003210,2024-09-28 09:45:32.087215966,231400
20240928-00000017,20240817-00001823,20240928-00003211,2024-09-28 09:49:32.094082936,944300
20240928-00000025,20231226-00001338,20240928-00003212,2024-09-28 11:43:22.761173648,385300
20240928-00000027,20240313-00001502,20240928-00003213,2024-09-28 11:45:00.809237394,149400
20240928-00000044,20230314-00000259,20240928-00003214,2024-09-28 17:18:32.878583578,464000
20240928-00000045,20230101-00000026,20240928-00003215,2024-09-28 16:21:47.191297588,1526700
20240928-00000051,20230907-00000909,20240928-00003216,2024-09-28 16:38:42.716191676,747100
20240928-00000052,20231012-00001050,20240928-00003217,2024-09-28 17:20:10.526058240,656500
20240928-00000054,20230605-00000554,20240928-00003218,2024-09-28 17:33:08.923897704,831300
20240928-00000062,20231207-00001279,20240928-00003219,2024-09-28 18:17:23.772103566,908000
20240928-00000072,20231202-00001251,20240928-00003220,2024-09-28 21:06:26.494888252,294400
20240928-00000073,20240812-00001810,20240928-00003221,2024-09-28 19:40:03.589778256,158300
20240928-00000074,20231113-00001186,20240928-00003222,2024-09-28 19:56:11.617541317,170200
20240928-00000075,20240330-00001538,20240928-00003223,2024-09-28 19:56:31.358326298,327400
20240928-00000077,20230723-00000715,20240928-00003224,2024-09-28 20:18:26.050279395,379800
20240928-00000078,20230801-00000743,20240928-00003225,2024-09-28 20:20:05.910098637,54200
20240929-00000023,20240308-00001491,20240929-00003226,2024-09-29 12:05:49.361202221,177200
20240929-00000029,20230101-00000035,20240929-00003227,2024-09-29 15:26:35.156537675,577400
20240929-00000052,20230707-00000662,20240929-00003228,2024-09-29 17:51:10.201757979,93800
20240929-00000054,20230710-00000670,20240930-00003229,2024-09-30 01:01:04.124414682,602700
20240929-00000059,20230527-00000527,20240929-00003230,2024-09-29 20:20:34.865966714,515000
20240929-00000060,20230221-00000196,20240929-00003231,2024-09-29 19:34:57.072059810,655000
20240929-00000066,20231010-00001044,20240929-00003232,2024-09-29 19:17:15.729674963,91200
20240929-00000073,20230723-00000718,20240929-00003233,2024-09-29 19:51:08.866822734,508900
20240929-00000080,20231204-00001264,20240929-00003234,2024-09-29 21:18:43.224175990,503200
20240929-00000090,20240616-00001678,20240929-00003235,2024-09-29 21:46:20.636698203,400000
20240929-00000110,20230907-00000909,20240929-00003236,2024-09-29 23:05:38.658566668,223000
20240930-00000011,20231015-00001069,20240930-00003237,2024-09-30 12:50:50.751562722,249300
20240930-00000013,20230314-00000259,20240930-00003238,2024-09-30 14:24:39.827961395,209900
20240930-00000017,20230720-00000705,20240930-00003239,2024-09-30 16:30:20.150558863,1154900
20240930-00000029,20230223-00000205,20240930-00003240,2024-09-30 18:07:58.665172789,1680200
20240930-00000034,20240107-00001379,20240930-00003241,2024-09-30 20:00:08.049898289,600400
20240930-00000035,20231207-00001278,20240930-00003242,2024-09-30 18:46:31.722427921,582900
20240930-00000040,20230101-00000005,20240930-00003243,2024-09-30 21:12:00.389660864,53600
20240930-00000046,20230531-00000542,20240930-00003244,2024-09-30 23:48:29.699623095,420100
20241001-00000009,20240626-00001701,20241001-00003245,2024-10-01 09:46:41.906875980,856100
20241001-00000012,20230816-00000819,20241001-00003246,2024-10-01 12:56:07.407436406,22800
20241001-00000018,20230723-00000714,20241001-00003247,2024-10-01 14:01:18.207836805,653900
20241001-00000029,20230406-00000345,20241001-00003248,2024-10-01 17:51:19.746592674,175400
20241001-00000036,20240124-00001412,20241001-00003249,2024-10-01 18:20:21.265975235,190200
20241001-00000046,20240414-00001566,20241001-00003250,2024-10-01 23:42:20.768850715,111700
20241002-00000001,20240121-00001405,20241002-00003251,2024-10-02 04:38:31.120723294,1634500
20241002-00000013,20230830-00000876,20241002-00003252,2024-10-02 11:30:24.091232438,44200
20241002-00000028,20231128-00001238,20241002-00003253,2024-10-02 17:08:28.590416861,536900
20241003-00000001,20240303-00001480,20241003-00003254,2024-10-03 04:36:10.021184490,999500
20241003-00000008,20240327-00001532,20241003-00003255,2024-10-03 13:26:06.974473314,2058900
20241003-00000019,20230507-00000456,20241003-00003256,2024-10-03 16:54:32.160688371,380400
20241003-00000028,20230816-00000813,20241003-00003257,2024-10-03 21:02:13.202967300,176700
20241003-00000029,20231105-00001156,20241003-00003258,2024-10-03 20:53:00.075651794,320800
20241004-00000007,20230831-00000883,20241004-00003259,2024-10-04 08:00:02.551785650,367100
20241004-00000010,20230813-00000801,20241004-00003260,2024-10-04 10:59:04.294722167,8300
20241004-00000014,20230412-00000375,20241004-00003261,2024-10-04 12:52:51.505206253,265600
20241004-00000015,20240425-00001576,20241004-00003262,2024-10-04 09:55:15.494357987,232600
20241004-00000021,20240817-00001823,20241004-00003263,2024-10-04 11:54:20.597939101,1456700
20241004-00000029,20230531-00000542,20241004-00003264,2024-10-04 15:46:13.884397594,171700
20241004-00000058,20240809-00001798,20241004-00003265,2024-10-04 20:43:01.775077829,160800
20241004-00000064,20230221-00000196,20241004-00003266,2024-10-04 23:33:42.679922689,471400
20241005-00000005,20231120-00001209,20241005-00003267,2024-10-05 07:33:14.154037679,265000
20241005-00000007,20230101-00000037,20241005-00003268,2024-10-05 08:24:57.163346650,94600
20241005-00000012,20240316-00001508,20241005-00003269,2024-10-05 09:02:54.175392441,600500
20241005-00000022,20231218-00001314,20241005-00003270,2024-10-05 10:53:50.620855289,448600
20241005-00000046,20240510-00001604,20241005-00003271,2024-10-05 15:24:20.866564724,416000
20241005-00000056,20230313-00000255,20241005-00003272,2024-10-05 17:07:26.525252322,150000
20241005-00000057,20231105-00001156,20241005-00003273,2024-10-05 17:49:24.701217954,91600
20241005-00000059,20230816-00000812,20241005-00003274,2024-10-05 18:04:13.548739622,138200
20241005-00000065,20230622-00000603,20241005-00003275,2024-10-05 19:48:37.036245184,200700
20241005-00000068,20240906-00001870,20241005-00003276,2024-10-05 20:06:10.772174126,117100
20241005-00000069,20230816-00000817,20241005-00003277,2024-10-05 21:19:09.694052150,330100
20241005-00000072,20230527-00000525,20241005-00003278,2024-10-05 21:07:27.442232382,224500
20241005-00000073,20231023-00001098,20241005-00003279,2024-10-05 22:07:15.164470797,472100
20241006-00000003,20230721-00000709,20241006-00003280,2024-10-06 05:26:44.333044724,209300
20241006-00000016,20230221-00000196,20241006-00003281,2024-10-06 10:35:31.225699111,288300
20241006-00000021,20240401-00001543,20241006-00003282,2024-10-06 10:49:55.455794982,374400
20241006-00000023,20230119-00000097,20241006-00003283,2024-10-06 10:18:11.048159667,514000
20241006-00000026,20230319-00000281,20241006-00003284,2024-10-06 10:12:36.981347847,367500
20241006-00000029,20231112-00001181,20241006-00003285,2024-10-06 10:53:07.692959564,228500
20241006-00000030,20230101-00000026,20241006-00003286,2024-10-06 10:50:08.687498269,1178600
20241006-00000043,20240203-00001428,20241006-00003287,2024-10-06 12:41:42.941098292,524000
20241006-00000044,20230908-00000915,20241006-00003288,2024-10-06 12:57:30.753983238,356800
20241006-00000048,20231104-00001143,20241006-00003289,2024-10-06 12:56:32.787191891,119700
20241006-00000052,20230313-00000258,20241006-00003290,2024-10-06 13:48:45.130443045,953400
20241006-00000056,20230516-00000491,20241006-00003291,2024-10-06 14:36:30.329225910,211800
20241006-00000060,20240626-00001701,20241006-00003292,2024-10-06 14:31:01.328515156,476800
20241006-00000070,20240701-00001710,20241006-00003293,2024-10-06 16:00:05.562375524,748800
20241006-00000089,20230726-00000721,20241006-00003294,2024-10-06 18:31:09.516732899,763200
20241006-00000099,20230630-00000635,20241006-00003295,2024-10-06 19:18:20.236449983,141200
20241006-00000105,20230208-00000154,20241006-00003296,2024-10-06 21:02:51.436188511,133200
20241006-00000107,20240416-00001569,20241006-00003297,2024-10-06 21:27:29.296149019,91900
20241006-00000117,20230813-00000799,20241007-00003298,2024-10-07 00:32:07.339486926,51200
20241007-00000005,20240727-00001760,20241007-00003299,2024-10-07 08:08:25.801110763,671400
20241007-00000011,20230101-00000011,20241007-00003300,2024-10-07 09:36:40.370125929,171100
20241007-00000012,20231104-00001144,20241007-00003301,2024-10-07 11:21:32.504483612,507200
20241007-00000014,20240827-00001850,20241007-00003302,2024-10-07 11:49:51.047039800,830900
20241007-00000020,20230811-00000792,20241007-00003303,2024-10-07 14:02:00.343862284,136500
20241007-00000024,20240910-00001879,20241007-00003304,2024-10-07 16:51:19.745393850,103200
20241008-00000017,20230927-00000996,20241008-00003305,2024-10-08 15:07:14.906118230,117300
20241008-00000020,20231201-00001246,20241008-00003306,2024-10-08 18:04:22.766034342,324400
20241008-00000021,20231120-00001209,20241008-00003307,2024-10-08 19:38:58.920557921,322800
20241008-00000024,20230319-00000280,20241008-00003308,2024-10-08 18:48:19.508098546,211100
20241008-00000030,20240730-00001765,20241008-00003309,2024-10-08 20:36:44.590382212,526000
20241008-00000033,20230727-00000727,20241008-00003310,2024-10-08 22:38:07.501139830,330600
20241008-00000037,20240330-00001538,20241008-00003311,2024-10-08 22:30:36.948094409,372300
20241008-00000038,20231221-00001321,20241008-00003312,2024-10-08 22:53:41.589359528,215700
20241009-00000003,20231104-00001143,20241009-00003313,2024-10-09 10:32:18.683621391,97100
20241009-00000004,20230816-00000817,20241009-00003314,2024-10-09 09:52:44.965917239,240100
20241009-00000008,20231207-00001275,20241009-00003315,2024-10-09 11:37:42.687709960,1180600
20241009-00000012,20240928-00001909,20241009-00003316,2024-10-09 12:03:34.010427951,1457500
20241009-00000019,20230404-00000338,20241009-00003317,2024-10-09 18:02:26.568024474,260600
20241009-00000023,20230807-00000776,20241010-00003318,2024-10-10 04:56:19.547497580,208600
20241009-00000026,20240302-00001477,20241009-00003319,2024-10-09 19:34:56.459812567,135700
20241009-00000029,20231028-00001117,20241009-00003320,2024-10-09 21:28:16.011317431,426800
20241010-00000001,20230625-00000621,20241010-00003321,2024-10-10 03:10:29.730311376,176900
20241010-00000021,20240419-00001570,20241010-00003322,2024-10-10 14:19:51.915927160,90500
20241010-00000024,20230319-00000286,20241010-00003323,2024-10-10 16:38:38.147275734,161000
20241010-00000027,20240603-00001658,20241010-00003324,2024-10-10 17:26:18.090195052,391200
20241010-00000041,20230907-00000909,20241010-00003325,2024-10-10 20:29:21.371848369,385800
20241010-00000043,20240225-00001465,20241010-00003326,2024-10-10 21:56:48.594918867,168700
20241011-00000008,20230310-00000246,20241011-00003327,2024-10-11 10:49:48.501197752,481300
20241011-00000009,20240101-00001368,20241011-00003328,2024-10-11 11:15:12.246568366,208700
20241011-00000043,20230804-00000755,20241011-00003329,2024-10-11 20:28:06.939765531,275600
20241012-00000006,20231223-00001331,20241012-00003330,2024-10-12 08:55:06.834151605,342300
20241012-00000021,20230727-00000727,20241012-00003331,2024-10-12 11:26:08.149503975,417700
20241012-00000023,20240330-00001538,20241012-00003332,2024-10-12 15:47:34.933999559,295500
20241012-00000027,20231230-00001353,20241012-00003333,2024-10-12 12:30:04.922698402,193000
20241012-00000029,20230417-00000394,20241012-00003334,2024-10-12 13:08:52.927966753,199100
20241012-00000038,20230805-00000759,20241012-00003335,2024-10-12 15:59:50.619329194,283400
20241012-00000039,20230306-00000235,20241012-00003336,2024-10-12 15:14:14.973549870,644800
20241012-00000052,20230708-00000664,20241012-00003337,2024-10-12 17:10:10.210833262,699400
20241012-00000068,20240907-00001873,20241012-00003338,2024-10-12 21:00:00.579536481,134800
20241012-00000077,20240117-00001396,20241012-00003339,2024-10-12 19:49:27.492968068,251100
20241012-00000083,20230820-00000839,20241012-00003340,2024-10-12 20:36:13.921155513,136500
20241012-00000087,20230406-00000350,20241012-00003341,2024-10-12 20:50:45.603995825,452400
20241012-00000092,20231223-00001329,20241012-00003342,2024-10-12 21:32:27.699298986,725500
20241013-00000001,20230108-00000067,20241013-00003343,2024-10-13 05:01:20.574574709,2793800
20241013-00000010,20240306-00001489,20241013-00003344,2024-10-13 09:09:38.693169128,30900
20241013-00000020,20230101-00000024,20241013-00003345,2024-10-13 13:47:47.986401627,1097900
20241013-00000039,20231218-00001314,20241013-00003346,2024-10-13 23:39:10.550131490,314200
20241013-00000055,20231230-00001359,20241013-00003347,2024-10-13 17:25:04.880349116,215700
20241013-00000060,20240407-00001555,20241013-00003348,2024-10-13 19:38:51.742173067,495800
20241013-00000065,20230816-00000818,20241013-00003349,2024-10-13 18:57:56.631642759,213700
20241013-00000075,20231021-00001089,20241013-00003350,2024-10-13 20:11:43.866717657,187800
20241013-00000076,20231221-00001321,20241013-00003351,2024-10-13 20:49:48.623444922,84100
20241013-00000097,20231228-00001345,20241013-00003352,2024-10-13 22:24:56.983505010,67000
20241013-00000099,20240610-00001668,20241013-00003353,2024-10-13 23:58:18.582555301,169200
20241014-00000003,20231230-00001353,20241014-00003354,2024-10-14 08:23:47.403017349,62600
20241014-00000004,20231130-00001244,20241014-00003355,2024-10-14 08:10:15.413978455,120500
20241014-00000017,20240723-00001754,20241014-00003356,2024-10-14 16:44:16.744866169,208300
20241014-00000024,20231125-00001229,20241014-00003357,2024-10-14 19:50:10.678209722,523600
20241015-00000001,20240310-00001497,20241015-00003358,2024-10-15 05:58:17.557510732,1858100
20241015-00000006,20230219-00000189,20241015-00003359,2024-10-15 10:56:38.422999909,427200
20241015-00000011,20240604-00001659,20241015-00003360,2024-10-15 12:46:14.069560070,331700
20241015-00000027,20230221-00000196,20241015-00003361,2024-10-15 19:24:53.420980536,944800
20241015-00000039,20240309-00001493,20241015-00003362,2024-10-15 21:14:42.453500946,104500
20241015-00000041,20240702-00001713,20241015-00003363,2024-10-15 21:41:43.606793578,1269800
20241015-00000042,20231221-00001321,20241015-00003364,2024-10-15 21:34:44.582820211,283900
20241016-00000002,20231119-00001208,20241016-00003365,2024-10-16 06:15:48.493116994,379100
20241016-00000003,20230112-00000075,20241016-00003366,2024-10-16 07:23:35.847222757,1322000
20241016-00000008,20240201-00001426,20241016-00003367,2024-10-16 09:10:11.382993676,1540200
20241016-00000009,20240327-00001532,20241016-00003368,2024-10-16 08:32:47.311887073,862700
20241016-00000013,20231130-00001244,20241016-00003369,2024-10-16 12:15:11.369729485,101200
20241016-00000024,20230723-00000714,20241016-00003370,2024-10-16 19:55:02.422260497,711200
20241016-00000029,20240204-00001432,20241016-00003371,2024-10-16 20:45:30.188946975,793800
20241016-00000034,20240111-00001382,20241016-00003372,2024-10-16 22:46:32.886468650,160200
20241017-00000015,20241006-00001928,20241017-00003373,2024-10-17 11:27:10.934660482,290100
20241017-00000023,20230702-00000651,20241017-00003374,2024-10-17 16:27:26.934753063,447700
20241017-00000055,20230417-00000393,20241017-00003375,2024-10-17 20:15:13.714187598,26200
20241017-00000061,20230513-00000482,20241018-00003376,2024-10-18 00:19:43.926210159,707600
20241018-00000001,20240201-00001426,20241018-00003377,2024-10-18 05:29:13.574911026,1365700
20241018-00000004,20231018-00001075,20241018-00003378,2024-10-18 06:10:13.489041177,318400
20241018-00000007,20240520-00001627,20241018-00003379,2024-10-18 07:07:45.129486379,608200
20241018-00000008,20230101-00000003,20241018-00003380,2024-10-18 07:41:25.250443420,57800
20241018-00000010,20240415-00001567,20241018-00003381,2024-10-18 08:27:42.931680879,204300
20241018-00000012,20240204-00001432,20241018-00003382,2024-10-18 10:10:38.401081084,328900
20241018-00000014,20231018-00001078,20241018-00003383,2024-10-18 09:53:26.019243118,111000
20241018-00000015,20230709-00000666,20241018-00003384,2024-10-18 11:12:12.762490287,468400
20241018-00000021,20230609-00000561,20241018-00003385,2024-10-18 12:48:13.915547353,300200
20241018-00000024,20230101-00000022,20241018-00003386,2024-10-18 16:26:46.659105074,267300
20241018-00000027,20230410-00000365,20241018-00003387,2024-10-18 15:28:51.036558171,283800
20241018-00000042,20231201-00001246,20241018-00003388,2024-10-18 19:21:15.564435639,133900
20241018-00000043,20240913-00001886,20241018-00003389,2024-10-18 19:46:23.565727151,263700
20241019-00000005,20230223-00000205,20241019-00003390,2024-10-19 07:02:37.039859708,2091100
20241019-00000016,20240520-00001627,20241019-00003391,2024-10-19 10:19:32.859861896,1534300
20241019-00000021,20240129-00001422,20241019-00003392,2024-10-19 11:19:10.949584475,104000
20241019-00000022,20230616-00000580,20241019-00003393,2024-10-19 11:08:14.738012976,156100
20241019-00000028,20240825-00001844,20241019-00003394,2024-10-19 12:45:00.396667684,183900
20241019-00000036,20230217-00000179,20241019-00003395,2024-10-19 13:10:46.856808491,166100
20241019-00000043,20231207-00001279,20241019-00003396,2024-10-19 15:34:13.735050079,687100
20241019-00000044,20240802-00001774,20241019-00003397,2024-10-19 14:27:53.411462597,563400
20241019-00000056,20230110-00000071,20241019-00003398,2024-10-19 16:59:23.672354565,343400
20241019-00000061,20231021-00001089,20241019-00003399,2024-10-19 17:38:41.319903666,203000
20241019-00000080,20230818-00000823,20241019-00003400,2024-10-19 20:49:16.956317536,38400
20241019-00000083,20230510-00000468,20241019-00003401,2024-10-19 20:06:37.155928462,29800
20241019-00000091,20240218-00001457,20241019-00003402,2024-10-19 22:46:52.729717114,55500
20241019-00000108,20231027-00001113,20241019-00003403,2024-10-19 23:49:19.150498421,201900
20241020-00000003,20241010-00001935,20241020-00003404,2024-10-20 07:11:54.326566835,1171200
20241020-00000004,20230517-00000492,20241020-00003405,2024-10-20 07:58:27.055589924,60000
20241020-00000006,20240928-00001908,20241020-00003406,2024-10-20 07:35:15.475027656,1265200
20241020-00000011,20240403-00001546,20241020-00003407,2024-10-20 08:50:01.077730210,129300
20241020-00000023,20230324-00000302,20241020-00003408,2024-10-20 12:32:07.555353689,101500
20241020-00000024,20230314-00000260,20241020-00003409,2024-10-20 12:29:52.708072636,143500
20241020-00000025,20241009-00001933,20241020-00003410,2024-10-20 12:28:05.718612955,307900
20241020-00000028,20240309-00001493,20241020-00003411,2024-10-20 13:04:30.387689300,328700
20241020-00000036,20230101-00000003,20241020-00003412,2024-10-20 15:31:38.435192120,386000
20241020-00000037,20231030-00001127,20241020-00003413,2024-10-20 15:49:05.739095111,176900
20241020-00000048,20240603-00001657,20241020-00003414,2024-10-20 17:10:59.537258008,73100
20241020-00000059,20230101-00000031,20241020-00003415,2024-10-20 18:58:17.737070175,371200
20241020-00000071,20230903-00000899,20241020-00003416,2024-10-20 19:20:11.405786707,248200
20241020-00000075,20230806-00000774,20241020-00003417,2024-10-20 20:36:28.883459879,733100
20241020-00000076,20231122-00001219,20241020-00003418,2024-10-20 20:03:49.117196415,157700
20241020-00000090,20231217-00001307,20241020-00003419,2024-10-20 20:59:42.106249149,976600
20241020-00000096,20230515-00000488,20241020-00003420,2024-10-20 22:26:08.768150608,139200
20241021-00000005,20230429-00000435,20241021-00003421,2024-10-21 10:26:50.486768089,126400
20241021-00000010,20230110-00000071,20241021-00003422,2024-10-21 11:38:16.773033706,309600
20241021-00000014,20230101-00000028,20241021-00003423,2024-10-21 14:05:20.336441037,718100
20241021-00000025,20231207-00001279,20241021-00003424,2024-10-21 16:29:19.528098510,369200
20241021-00000035,20240616-00001679,20241021-00003425,2024-10-21 20:19:01.020620109,163800
20241021-00000040,20230816-00000812,20241021-00003426,2024-10-21 20:35:48.074165615,194100
20241022-00000010,20230325-00000309,20241022-00003427,2024-10-22 11:07:22.277864502,483400
20241023-00000001,20240518-00001622,20241023-00003428,2024-10-23 05:32:26.564910596,396200
20241023-00000025,20240723-00001754,20241023-00003429,2024-10-23 15:05:09.615582462,131600
20241023-00000036,20240121-00001404,20241023-00003430,2024-10-23 19:24:09.117499547,521500
20241024-00000002,20240511-00001608,20241024-00003431,2024-10-24 07:26:45.374088942,1983700
20241024-00000009,20231207-00001276,20241024-00003432,2024-10-24 12:03:17.071971987,378200
20241024-00000014,20240311-00001498,20241024-00003433,2024-10-24 11:45:06.588016579,166900
20241024-00000016,20230720-00000705,20241024-00003434,2024-10-24 14:02:17.380017350,1202600
20241024-00000023,20230223-00000204,20241024-00003435,2024-10-24 15:42:54.043303897,635500
20241024-00000029,20230202-00000138,20241024-00003436,2024-10-24 17:03:52.683549846,216100
20241024-00000035,20240305-00001485,20241024-00003437,2024-10-24 19:34:20.877616296,357500
20241024-00000039,20230404-00000341,20241024-00003438,2024-10-24 19:26:22.000506088,350900
20241024-00000041,20231120-00001209,20241024-00003439,2024-10-24 19:44:05.677960903,165500
20241025-00000016,20230423-00000410,20241025-00003440,2024-10-25 12:50:30.822837989,24300
20241025-00000019,20230524-00000516,20241025-00003441,2024-10-25 12:40:09.968539067,584300
20241025-00000024,20240407-00001553,20241025-00003442,2024-10-25 15:11:11.685463669,373800
20241025-00000025,20230806-00000774,20241025-00003443,2024-10-25 15:51:51.172670408,506200
20241025-00000026,20240804-00001784,20241025-00003444,2024-10-25 15:53:00.760369475,119400
20241025-00000031,20231122-00001219,20241025-00003445,2024-10-25 16:54:59.809683840,276400
20241025-00000034,20230515-00000488,20241025-00003446,2024-10-25 17:42:37.136189752,113400
20241025-00000038,20231008-00001036,20241025-00003447,2024-10-25 19:28:09.261592962,1025500
20241026-00000006,20231003-00001017,20241026-00003448,2024-10-26 06:02:37.275187152,576000
20241026-00000009,20240407-00001555,20241026-00003449,2024-10-26 07:10:37.567561175,959300
20241026-00000015,20231005-00001027,20241026-00003450,2024-10-26 07:37:18.399778759,1080900
20241026-00000023,20230101-00000039,20241026-00003451,2024-10-26 10:11:54.252164517,1216400
20241026-00000030,20230930-00001004,20241026-00003452,2024-10-26 11:44:01.249864858,62500
20241026-00000031,20240511-00001609,20241026-00003453,2024-10-26 11:50:06.778994956,296900
20241026-00000036,20230816-00000821,20241026-00003454,2024-10-26 12:12:23.240713994,1049200
20241026-00000039,20230510-00000473,20241026-00003455,2024-10-26 13:58:54.515566896,153700
20241026-00000049,20230917-00000960,20241026-00003456,2024-10-26 15:13:44.344425112,394600
20241026-00000050,20230316-00000269,20241026-00003457,2024-10-26 15:13:10.968297324,653300
20241026-00000054,20230628-00000628,20241026-00003458,2024-10-26 15:32:24.718115589,994600
20241026-00000058,20240327-00001532,20241026-00003459,2024-10-26 17:15:34.326588293,1657700
20241026-00000064,20240911-00001883,20241026-00003460,2024-10-26 17:18:15.360877710,917000
20241026-00000068,20230527-00000527,20241026-00003461,2024-10-26 17:15:21.001818592,895800
20241026-00000072,20230805-00000766,20241026-00003462,2024-10-26 18:15:51.409109786,95200
20241026-00000074,20231130-00001244,20241026-00003463,2024-10-26 18:29:42.430759696,330300
20241026-00000080,20230404-00000341,20241026-00003464,2024-10-26 20:36:24.747677129,339200
20241026-00000081,20240703-00001715,20241026-00003465,2024-10-26 20:18:46.643015695,240400
20241026-00000086,20241003-00001917,20241026-00003466,2024-10-26 19:49:18.013145798,458300
20241026-00000089,20231105-00001149,20241026-00003467,2024-10-26 20:14:27.051322321,443000
20241026-00000093,20231111-00001178,20241026-00003468,2024-10-26 21:00:15.610557783,80900
20241026-00000102,20240923-00001899,20241026-00003469,2024-10-26 22:27:48.858113348,397200
20241027-00000003,20231011-00001047,20241027-00003470,2024-10-27 06:51:52.889723252,596900
20241027-00000012,20231115-00001194,20241027-00003471,2024-10-27 08:07:26.807731582,559000
20241027-00000020,20231229-00001348,20241027-00003472,2024-10-27 10:12:00.324893176,195300
20241027-00000023,20240505-00001596,20241027-00003473,2024-10-27 17:48:54.103672475,50700
20241027-00000034,20240829-00001853,20241027-00003474,2024-10-27 15:10:48.899697314,382200
20241027-00000036,20230528-00000533,20241027-00003475,2024-10-27 14:47:47.724307672,153600
20241027-00000039,20240403-00001545,20241027-00003476,2024-10-27 14:53:20.998320177,266500
20241027-00000044,20240330-00001539,20241027-00003477,2024-10-27 15:42:46.835439685,376100
20241027-00000051,20230207-00000148,20241027-00003478,2024-10-27 20:56:20.541433791,279500
20241027-00000054,20240126-00001415,20241027-00003479,2024-10-27 17:44:05.902348720,653500
20241027-00000056,20230101-00000044,20241027-00003480,2024-10-27 17:23:56.717649088,58500
20241027-00000061,20230116-00000090,20241027-00003481,2024-10-27 18:42:14.564635757,373100
20241027-00000075,20231129-00001241,20241027-00003482,2024-10-27 21:54:29.088300276,465600
20241027-00000085,20230527-00000527,20241027-00003483,2024-10-27 22:18:39.513604791,483000
20241027-00000102,20240320-00001520,20241028-00003484,2024-10-28 00:20:21.460474492,238700
20241028-00000003,20230101-00000039,20241028-00003485,2024-10-28 07:09:50.273581678,2317700
20241028-00000016,20241028-00001970,20241028-00003486,2024-10-28 15:23:14.782088195,114400
20241028-00000020,20230910-00000921,20241028-00003487,2024-10-28 16:43:54.657535264,86500
20241028-00000023,20240913-00001886,20241028-00003488,2024-10-28 17:26:20.184343222,270900
20241029-00000001,20231021-00001092,20241029-00003489,2024-10-29 03:56:12.728433373,2542900
20241029-00000013,20231228-00001344,20241029-00003490,2024-10-29 12:29:00.245349877,212100
20241029-00000017,20240817-00001823,20241029-00003491,2024-10-29 14:07:25.280331910,541800
20241029-00000018,20241018-00001948,20241029-00003492,2024-10-29 14:14:18.961908677,122600
20241029-00000023,20230531-00000539,20241029-00003493,2024-10-29 14:19:28.688912988,136700
20241029-00000030,20231118-00001204,20241029-00003494,2024-10-29 16:23:47.173668985,377000
20241029-00000033,20240520-00001629,20241029-00003495,2024-10-29 16:27:17.353671887,90100
20241029-00000042,20240521-00001631,20241029-00003496,2024-10-29 19:51:10.506170951,86600
20241029-00000054,20230101-00000035,20241029-00003497,2024-10-29 23:07:52.954837883,917200
20241030-00000001,20230816-00000818,20241030-00003498,2024-10-30 04:29:09.873754199,439200
20241030-00000002,20240303-00001480,20241030-00003499,2024-10-30 05:12:57.470817683,1181100
20241030-00000003,20240404-00001549,20241030-00003500,2024-10-30 07:12:36.846166553,313000
20241030-00000011,20230420-00000406,20241030-00003501,2024-10-30 08:54:47.606246504,259200
20241030-00000018,20230527-00000527,20241030-00003502,2024-10-30 11:37:06.759614028,139200
20241030-00000019,20230418-00000399,20241030-00003503,2024-10-30 11:42:14.790459329,855000
20241030-00000033,20231004-00001025,20241030-00003504,2024-10-30 17:58:33.621172716,173700
20241030-00000036,20230101-00000022,20241030-00003505,2024-10-30 19:45:00.933497435,479800
20241031-00000003,20230505-00000448,20241031-00003506,2024-10-31 09:15:32.070563162,599300
20241031-00000012,20240316-00001508,20241031-00003507,2024-10-31 14:16:42.623572765,1695900
20241031-00000019,20230505-00000447,20241031-00003508,2024-10-31 15:05:49.423850922,671800
20241031-00000024,20231030-00001130,20241031-00003509,2024-10-31 17:05:34.802084828,126400
20241031-00000033,20240826-00001847,20241031-00003510,2024-10-31 20:08:24.773511334,295300
20241031-00000036,20231030-00001127,20241031-00003511,2024-10-31 20:03:04.052401387,595400
20241101-00000013,20231124-00001225,20241101-00003512,2024-11-01 12:00:24.182432712,270200
20241101-00000028,20230605-00000554,20241101-00003513,2024-11-01 16:43:51.578102250,492400
20241101-00000050,20240306-00001488,20241101-00003514,2024-11-01 22:04:25.145341484,354700
20241102-00000011,20240730-00001764,20241102-00003515,2024-11-02 08:30:02.804779017,39000
20241102-00000012,20240201-00001426,20241102-00003516,2024-11-02 09:13:24.203515571,1600200
