trx_id,user_id,date,product,quantity,unit_price,total_price
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,beets,5,3400,17000
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,toilet_paper,1,16000,16000
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,beef_steak_300g,4,80300,321200
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,bananas,3,4100,12300
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,muffin,2,9000,18000
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,regular_eggs_10pcs,1,24200,24200
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,salted_butter_200g,6,20900,125400
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,raspberries,1,17800,17800
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,whole_chicken_1kg,8,59700,477600
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,limes,3,1800,5400
20231217-00001450,20230126-00000131,2023-12-17 13:00:30.709915484,cheddar_cheese_200g,1,38200,38200
20231217-00001451,20230829-00000978,2023-12-17 14:35:04.875905975,facial_cleanser,1,22700,22700
20231217-00001451,20230829-00000978,2023-12-17 14:35:04.875905975,caramel_popcorn_100g,2,20800,41600
20231217-00001451,20230829-00000978,2023-12-17 14:35:04.875905975,fruit_granola_bars_100g,1,26700,26700
20231217-00001452,20231113-00001251,2023-12-17 14:26:34.145727923,ground_beef_500g,1,49800,49800
20231217-00001452,20231113-00001251,2023-12-17 14:26:34.145727923,frozen_pizza,3,41200,123600
20231217-00001452,20231113-00001251,2023-12-17 14:26:34.145727923,salmon_fillet_500g,1,85100,85100
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,mixed_nuts_200g,1,44500,44500
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,limes,3,1900,5700
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,chicken_wings_500g,3,30400,91200
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,premium_white_rice_5kg,7,108900,762300
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,limes,1,2000,2000
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,mozzarella_cheese_200g,1,45300,45300
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,raspberries,3,17000,51000
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,whole_chicken_1kg,3,60800,182400
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,carrots,6,1800,10800
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,blueberries,4,12800,51200
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,vegetable_oil_5L,1,84700,84700
20231217-00001453,20230708-00000732,2023-12-17 14:50:46.559947686,toothbrush,1,10100,10100
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,soy_milk_1L,2,22100,44200
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,whole_chicken_1kg,3,55300,165900
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,potatoes,6,2100,12600
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,salmon_fillet_500g,2,88000,176000
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,dried_apricots_100g,1,25000,25000
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,multigrain_bread,1,23100,23100
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,frozen_pizza,5,47800,239000
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,mineral_water_C_600mL,3,6200,18600
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,beef_steak_300g,3,68900,206700
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,dried_mangoes_100g,3,35800,107400
20231217-00001454,20230108-00000070,2023-12-17 16:15:13.187794983,beets,1,3000,3000
20231217-00001455,20230726-00000816,2023-12-17 16:19:39.801680930,brown_rice_1kg,1,26500,26500
20231217-00001455,20230726-00000816,2023-12-17 16:19:39.801680930,frozen_noodles,2,36900,73800
20231217-00001456,20231130-00001311,2023-12-17 16:18:14.721127350,blueberries,1,14900,14900
20231217-00001456,20231130-00001311,2023-12-17 16:18:14.721127350,peas_1kg,1,29300,29300
20231217-00001456,20231130-00001311,2023-12-17 16:18:14.721127350,conditioner,1,24300,24300
20231217-00001456,20231130-00001311,2023-12-17 16:18:14.721127350,whole_chicken_1kg,2,62300,124600
20231217-00001456,20231130-00001311,2023-12-17 16:18:14.721127350,honeydew,3,46700,140100
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,red_velvet_cake,2,57500,115000
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,paper_towels,3,11700,35100
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,whole_chicken_1kg,4,61800,247200
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,shrimp_frozen_500g,1,78200,78200
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,regular_eggs_10pcs,2,20900,41800
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,kale,6,5100,30600
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,multigrain_bread,2,20800,41600
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,margarine_200g,1,8500,8500
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,dish_soap,3,18700,56100
20231217-00001457,20231209-00001344,2023-12-17 18:08:01.871961728,beef_roast_1kg,1,145400,145400
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,shrimp_frozen_500g,1,72800,72800
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,dish_soap,2,17600,35200
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,frozen_pizza,5,50800,254000
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,flavored_yogurt_150g,2,15400,30800
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,beef_steak_300g,3,64300,192900
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,brown_rice_1kg,4,26800,107200
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,strawberries,1,11700,11700
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,ground_coffee_250g,5,24900,124500
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,whole_chicken_1kg,7,53200,372400
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,blueberries,7,14400,100800
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,ranch_dressing_250mL,1,21300,21300
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,mixed_vegetables_1kg,5,28800,144000
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,skim_milk_1L,1,24800,24800
20231217-00001458,20230211-00000197,2023-12-17 23:41:35.885754991,raspberries,3,19900,59700
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,premium_white_rice_5kg,14,113400,1587600
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,lamb_leg_1kg,7,182200,1275400
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,whole_chicken_1kg,9,67500,607500
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,cola_500mL,1,18700,18700
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,mixed_vegetables_1kg,5,32000,160000
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,black_pepper,7,6900,48300
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,kale,4,6100,24400
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,blueberries,4,14000,56000
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,potatoes,6,2100,12600
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,white_bread,6,16200,97200
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,beef_roast_1kg,5,137900,689500
20231218-00001459,20230107-00000067,2023-12-18 03:59:51.771749245,chicken_thigh_500g,9,32900,296100
20231218-00001460,20230709-00000735,2023-12-18 12:40:03.721596806,lamb_chop_300g,1,71700,71700
20231218-00001460,20230709-00000735,2023-12-18 12:40:03.721596806,ground_coffee_250g,3,25000,75000
20231218-00001460,20230709-00000735,2023-12-18 12:40:03.721596806,multigrain_bread,2,22300,44600
20231218-00001460,20230709-00000735,2023-12-18 12:40:03.721596806,dried_cranberries_100g,2,29400,58800
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,vegetable_oil_5L,10,95800,958000
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,chicken_breast_500g,5,39900,199500
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,tuna_steak_500g,6,56900,341400
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,lamb_leg_1kg,12,156000,1872000
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,whole_chicken_1kg,6,59600,357600
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,kale,5,5300,26500
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,kale,6,5300,31800
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,brown_rice_1kg,9,23600,212400
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,white_bread,5,13900,69500
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,shampoo,1,20900,20900
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,skim_milk_1L,3,27200,81600
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,ground_beef_500g,10,54300,543000
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,toilet_paper,2,15000,30000
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,strawberries,9,11400,102600
20231218-00001461,20231103-00001201,2023-12-18 18:15:55.168804020,italian_dressing_250mL,11,18000,198000
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,shrimp_frozen_500g,14,81300,1138200
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,laundry_detergent,3,33000,99000
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,regular_eggs_10pcs,3,19700,59100
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,whole_wheat_bread,2,20600,41200
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,carrots,5,2000,10000
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,vanilla_cake,5,42900,214500
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,corn_1kg,3,33400,100200
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,lamb_leg_1kg,15,173500,2602500
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,chicken_thigh_500g,7,38600,270200
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,brown_rice_1kg,13,22500,292500
20231218-00001462,20231014-00001148,2023-12-18 18:33:37.508311979,teriyaki_marinade_250mL,13,27900,362700
20231218-00001463,20230101-00000022,2023-12-18 23:33:05.703796725,banana_nut_muffin,1,9000,9000
20231218-00001463,20230101-00000022,2023-12-18 23:33:05.703796725,chicken_wings_500g,4,30500,122000
20231218-00001463,20230101-00000022,2023-12-18 23:33:05.703796725,watermelon,2,59800,119600
20231218-00001463,20230101-00000022,2023-12-18 23:33:05.703796725,beets,1,3100,3100
20231218-00001463,20230101-00000022,2023-12-18 23:33:05.703796725,mixed_vegetables_1kg,1,29200,29200
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,lemon_herb_marinade_250mL,15,24900,373500
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,paprika,18,8100,145800
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,almonds_200g,1,57800,57800
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,frozen_pizza,6,54400,326400
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,brown_rice_1kg,6,25000,150000
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,beef_steak_300g,13,69200,899600
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,regular_eggs_10pcs,3,18800,56400
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,toilet_paper,5,14500,72500
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,chicken_breast_500g,11,42500,467500
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,laundry_detergent,1,30000,30000
20231219-00001464,20230101-00000024,2023-12-19 08:37:46.109879459,vinaigrette_250mL,11,16600,182600
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,lamb_leg_1kg,6,184000,1104000
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,toilet_paper,2,13600,27200
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,mangoes,6,4800,28800
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,premium_white_rice_5kg,16,120500,1928000
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,ranch_dressing_250mL,9,16600,149400
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,lettuce,11,2900,31900
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,paprika,15,9400,141000
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,ketchup,9,12600,113400
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,shrimp_fresh_500g,8,97400,779200
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,peas_1kg,1,26400,26400
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,plums,3,3200,9600
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,salmon_fillet_500g,11,86700,953700
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,potatoes,10,2200,22000
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,kale,2,4900,9800
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,lettuce,7,2800,19600
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,regular_eggs_10pcs,5,17800,89000
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,soy_milk_1L,4,25100,100400
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,greek_yogurt_150g,5,21800,109000
20231219-00001465,20231008-00001124,2023-12-19 09:42:00.137555662,blueberries,7,14300,100100
20231219-00001466,20230129-00000149,2023-12-19 13:10:46.939418707,mozzarella_cheese_200g,2,48100,96200
20231219-00001466,20230129-00000149,2023-12-19 13:10:46.939418707,dori_fillet_500g,1,42500,42500
20231219-00001466,20230129-00000149,2023-12-19 13:10:46.939418707,ranch_dressing_250mL,1,17800,17800
20231219-00001466,20230129-00000149,2023-12-19 13:10:46.939418707,vegetable_oil_1L,1,23400,23400
20231219-00001467,20230709-00000735,2023-12-19 13:15:50.613054289,chicken_thigh_500g,1,37500,37500
20231219-00001467,20230709-00000735,2023-12-19 13:15:50.613054289,jasmine_tea_100g,1,17900,17900
20231219-00001467,20230709-00000735,2023-12-19 13:15:50.613054289,beef_roast_1kg,2,166300,332600
20231219-00001467,20230709-00000735,2023-12-19 13:15:50.613054289,mixed_nuts_200g,1,51300,51300
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,regular_eggs_10pcs,3,16300,48900
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,black_pepper,1,6700,6700
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,raspberries,5,14700,73500
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,lamb_chop_300g,1,69100,69100
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,shampoo,3,21300,63900
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,brown_rice_1kg,2,24800,49600
20231219-00001468,20230101-00000007,2023-12-19 13:57:22.227198336,kale,2,5100,10200
20231220-00001469,20231006-00001112,2023-12-20 04:09:33.125878982,moisturizer,2,24200,48400
20231220-00001469,20231006-00001112,2023-12-20 04:09:33.125878982,black_tea_100g,1,11900,11900
20231220-00001469,20231006-00001112,2023-12-20 04:09:33.125878982,dried_cranberries_100g,1,24100,24100
20231220-00001469,20231006-00001112,2023-12-20 04:09:33.125878982,pineapples,2,4800,9600
20231220-00001469,20231006-00001112,2023-12-20 04:09:33.125878982,conditioner,4,24700,98800
20231220-00001469,20231006-00001112,2023-12-20 04:09:33.125878982,white_rice_5kg,2,70100,140200
20231219-00001470,20231211-00001353,2023-12-19 19:08:14.063372531,white_bread,1,13200,13200
20231219-00001470,20231211-00001353,2023-12-19 19:08:14.063372531,shrimp_fresh_500g,5,97600,488000
20231219-00001470,20231211-00001353,2023-12-19 19:08:14.063372531,cola_500mL,2,21000,42000
20231219-00001470,20231211-00001353,2023-12-19 19:08:14.063372531,blueberries,5,15900,79500
20231219-00001470,20231211-00001353,2023-12-19 19:08:14.063372531,pineapples,1,6300,6300
20231219-00001471,20231010-00001130,2023-12-19 21:18:11.246598300,tortilla_chips_150g,1,19900,19900
20231219-00001471,20231010-00001130,2023-12-19 21:18:11.246598300,white_rice_5kg,1,82300,82300
20231219-00001471,20231010-00001130,2023-12-19 21:18:11.246598300,chocolate_cake,1,52700,52700
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,white_rice_5kg,12,72500,870000
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,peaches,5,3300,16500
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,ketchup,12,13200,158400
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,chicken_thigh_500g,7,34000,238000
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,lamb_leg_1kg,9,168900,1520100
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,tortilla_chips_150g,1,18900,18900
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,mineral_water_B_600mL,3,4500,13500
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,black_pepper,4,7900,31600
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,shrimp_fresh_500g,8,97200,777600
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,beets,5,3200,16000
20231220-00001472,20230716-00000763,2023-12-20 10:37:30.831209521,teriyaki_marinade_250mL,6,23000,138000
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,lamb_leg_1kg,2,177000,354000
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,dried_mangoes_100g,1,30200,30200
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,cantaloupe,4,43600,174400
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,watermelon,4,54500,218000
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,chicken_wings_500g,2,35100,70200
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,corn_1kg,3,24200,72600
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,cheddar_cheese_200g,5,36600,183000
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,chocolate_granola_bars_100g,1,27400,27400
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,cola_500mL,1,19500,19500
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,toilet_paper,1,13400,13400
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,regular_eggs_10pcs,3,19200,57600
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,beets,5,3200,16000
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,brown_rice_1kg,4,23800,95200
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,banana_nut_muffin,4,9100,36400
20231220-00001473,20230725-00000814,2023-12-20 11:20:25.629393084,mozzarella_cheese_200g,3,38100,114300
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,moisturizer,1,27800,27800
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,salmon_fillet_500g,1,92400,92400
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,mozzarella_cheese_200g,2,46900,93800
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,premium_white_rice_5kg,3,104600,313800
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,whole_chicken_1kg,6,60000,360000
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,toilet_paper,2,13600,27200
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,flavored_yogurt_150g,3,16800,50400
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,lettuce,4,3300,13200
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,mustard,3,10300,30900
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,buttered_popcorn_100g,2,12600,25200
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,corn_1kg,3,30800,92400
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,mineral_water_A_600mL,1,3200,3200
20231220-00001474,20230723-00000802,2023-12-20 11:23:01.283266998,cheese_popcorn_100g,1,12700,12700
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,whole_chicken_1kg,9,68200,613800
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,chicken_breast_500g,7,37700,263900
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,frozen_dumplings,2,42700,85400
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,cheddar_cheese_200g,2,36800,73600
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,ground_coffee_250g,4,22300,89200
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,white_rice_5kg,4,68200,272800
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,moisturizer,1,27600,27600
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,beef_steak_300g,1,78400,78400
20231221-00001475,20230101-00000036,2023-12-21 07:55:26.547036616,almonds_200g,1,62600,62600
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,lemon_herb_marinade_250mL,2,27700,55400
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,carrots,3,2400,7200
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,honeydew,3,40900,122700
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,premium_white_rice_5kg,3,102900,308700
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,oat_milk_1L,1,31000,31000
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,organic_eggs_10pcs,2,28600,57200
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,lamb_leg_1kg,2,169300,338600
20231221-00001476,20231008-00001123,2023-12-21 08:15:12.932847243,caramel_popcorn_100g,1,15400,15400
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,bananas,3,4200,12600
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,dish_soap,2,18800,37600
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,banana_nut_muffin,6,10000,60000
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,chicken_wings_500g,7,31000,217000
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,frozen_noodles,6,36600,219600
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,margarine_200g,3,8000,24000
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,brown_rice_1kg,5,24300,121500
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,italian_dressing_250mL,2,16600,33200
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,toothpaste,3,14400,43200
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,dried_mangoes_100g,1,31800,31800
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,frozen_pizza,4,50500,202000
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,cheddar_cheese_200g,3,35600,106800
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,vegetable_oil_1L,1,20600,20600
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,frozen_pizza,2,52400,104800
20231221-00001477,20231207-00001332,2023-12-21 10:20:21.755461739,lamb_leg_1kg,1,174800,174800
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,dried_cranberries_100g,1,27500,27500
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,paper_towels,3,13400,40200
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,white_rice_5kg,8,69400,555200
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,lamb_chop_300g,10,66700,667000
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,bananas,4,4000,16000
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,laundry_detergent,1,37100,37100
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,oranges,5,3200,16000
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,chicken_wings_500g,11,31600,347600
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,whole_chicken_1kg,12,53300,639600
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,pineapples,4,6100,24400
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,beets,7,3000,21000
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,chocolate_cake,6,45600,273600
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,salmon_fillet_500g,8,80300,642400
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,banana_nut_muffin,4,9300,37200
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,ground_beef_500g,5,58700,293500
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,shrimp_fresh_500g,9,94700,852300
20231221-00001478,20230126-00000129,2023-12-21 11:21:43.320246008,tuna_steak_500g,7,62700,438900
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,frozen_dumplings,1,41100,41100
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,shrimp_fresh_500g,4,100000,400000
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,facial_cleanser,2,21400,42800
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,dish_soap,1,16600,16600
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,whole_chicken_1kg,3,65200,195600
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,mangoes,4,4600,18400
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,beets,8,3100,24800
20231221-00001479,20230213-00000211,2023-12-21 15:07:08.495087688,white_bread,1,16600,16600
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,whole_chicken_1kg,3,52300,156900
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,cheese_popcorn_100g,1,11900,11900
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,beets,1,3600,3600
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,chicken_wings_500g,3,28900,86700
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,danish,2,12600,25200
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,ground_coffee_250g,1,28300,28300
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,potatoes,4,2400,9600
20231221-00001480,20230205-00000176,2023-12-21 17:27:08.046440548,honeydew,7,45400,317800
