session_id,trx_id,date,tier
20240430-00000010,20240430-00000004,2024-04-30 15:13:12.477973791,premium_tier
20240430-00000012,20240430-00000005,2024-04-30 16:52:41.567134482,budget_tier
20240430-00000017,20240430-00000006,2024-04-30 18:53:10.952944466,budget_tier
20240430-00000019,20240430-00000007,2024-04-30 22:28:16.906728205,budget_tier
20240501-00000006,20240501-00000001,2024-05-01 11:52:01.890372708,budget_tier
20240501-00000013,20240501-00000002,2024-05-01 15:00:33.236850475,random_tier
20240501-00000015,20240501-00000003,2024-05-01 20:01:25.709830871,budget_tier
20240501-00000018,20240501-00000004,2024-05-01 16:04:28.911650364,random_tier
20240501-00000019,20240501-00000005,2024-05-01 17:24:15.375313507,budget_tier
20240501-00000024,20240501-00000006,2024-05-01 23:28:04.041791418,budget_tier
20240501-00000025,20240501-00000007,2024-05-01 21:36:35.906955797,budget_tier
20240502-00000001,20240502-00000001,2024-05-02 07:47:00.888795346,budget_tier
20240502-00000003,20240502-00000002,2024-05-02 09:55:24.940599680,random_tier
20240502-00000011,20240502-00000003,2024-05-02 11:57:50.242718193,budget_tier
20240502-00000014,20240502-00000004,2024-05-02 13:06:52.762849082,budget_tier
20240502-00000017,20240502-00000005,2024-05-02 15:40:43.037191953,budget_tier
20240502-00000018,20240502-00000006,2024-05-02 16:09:39.813155276,random_tier
20240502-00000025,20240502-00000007,2024-05-02 19:11:30.163890610,budget_tier
20240502-00000027,20240502-00000008,2024-05-02 20:05:43.350529433,budget_tier
20240502-00000030,20240502-00000009,2024-05-02 20:38:58.154825711,budget_tier
20240502-00000031,20240503-00000001,2024-05-03 02:15:34.747747969,budget_tier
20240502-00000032,20240502-00000010,2024-05-02 21:42:22.200177024,budget_tier
20240503-00000005,20240503-00000001,2024-05-03 10:53:47.381154650,budget_tier
20240503-00000017,20240503-00000002,2024-05-03 17:26:19.054210153,budget_tier
20240503-00000020,20240503-00000003,2024-05-03 20:27:57.397545692,budget_tier
20240503-00000023,20240503-00000004,2024-05-03 23:59:41.426961145,random_tier
20240503-00000026,20240503-00000005,2024-05-03 22:47:46.340127161,random_tier
20240503-00000028,20240503-00000006,2024-05-03 23:15:20.293492441,random_tier
20240504-00000008,20240504-00000001,2024-05-04 13:35:20.586330577,random_tier
20240504-00000011,20240504-00000002,2024-05-04 14:30:19.324753020,budget_tier
20240504-00000015,20240504-00000003,2024-05-04 15:56:56.543361988,premium_tier
20240504-00000021,20240504-00000004,2024-05-04 17:15:21.168687464,random_tier
20240504-00000025,20240504-00000005,2024-05-04 17:26:33.200978225,premium_tier
20240504-00000026,20240504-00000006,2024-05-04 18:45:10.396911173,budget_tier
20240504-00000029,20240504-00000007,2024-05-04 18:23:23.096609646,random_tier
20240504-00000032,20240504-00000008,2024-05-04 19:42:36.645238652,budget_tier
20240504-00000034,20240504-00000009,2024-05-04 20:22:08.213956739,random_tier
20240504-00000035,20240504-00000010,2024-05-04 20:31:15.103401292,budget_tier
20240504-00000036,20240504-00000011,2024-05-04 20:10:53.743124011,budget_tier
20240504-00000038,20240504-00000012,2024-05-04 20:50:32.082168618,budget_tier
20240504-00000039,20240505-00000001,2024-05-05 01:17:01.980291421,premium_tier
20240504-00000040,20240505-00000002,2024-05-05 00:47:17.423344336,budget_tier
20240505-00000005,20240505-00000001,2024-05-05 09:09:47.249086388,random_tier
20240505-00000011,20240505-00000002,2024-05-05 12:41:09.356044144,budget_tier
20240505-00000020,20240505-00000003,2024-05-05 20:45:30.387939338,budget_tier
20240505-00000022,20240505-00000004,2024-05-05 22:40:22.476336023,budget_tier
20240505-00000023,20240505-00000005,2024-05-05 21:45:15.874508565,premium_tier
20240505-00000028,20240505-00000006,2024-05-05 22:45:04.197670821,budget_tier
20240506-00000001,20240506-00000001,2024-05-06 10:24:09.626945515,random_tier
20240506-00000003,20240506-00000002,2024-05-06 11:22:31.191025852,random_tier
20240506-00000008,20240506-00000003,2024-05-06 15:13:32.736754751,premium_tier
20240506-00000010,20240506-00000004,2024-05-06 16:15:33.340777953,random_tier
20240506-00000014,20240506-00000005,2024-05-06 17:13:23.471152122,random_tier
20240506-00000015,20240506-00000006,2024-05-06 20:07:09.066434526,budget_tier
20240506-00000017,20240506-00000007,2024-05-06 20:08:06.895111269,budget_tier
20240506-00000019,20240506-00000008,2024-05-06 21:11:11.068649426,budget_tier
20240507-00000002,20240507-00000001,2024-05-07 09:55:57.349179982,budget_tier
20240507-00000005,20240507-00000002,2024-05-07 10:49:28.632770025,random_tier
20240507-00000006,20240507-00000003,2024-05-07 10:44:40.645499778,budget_tier
20240507-00000007,20240507-00000004,2024-05-07 11:36:05.776967364,budget_tier
20240507-00000011,20240507-00000005,2024-05-07 12:33:27.060599316,budget_tier
20240507-00000013,20240507-00000006,2024-05-07 14:13:11.354671799,random_tier
20240507-00000018,20240507-00000007,2024-05-07 15:00:25.543028004,random_tier
20240507-00000025,20240507-00000008,2024-05-07 18:41:42.330550022,budget_tier
20240507-00000026,20240507-00000009,2024-05-07 19:15:36.851689900,random_tier
20240507-00000028,20240507-00000010,2024-05-07 20:41:09.938886410,budget_tier
20240508-00000001,20240508-00000001,2024-05-08 08:12:30.346310645,random_tier
20240508-00000002,20240508-00000002,2024-05-08 08:41:52.425570724,random_tier
20240508-00000003,20240508-00000003,2024-05-08 09:47:18.807844445,random_tier
20240508-00000010,20240508-00000004,2024-05-08 12:29:20.732035639,random_tier
20240508-00000014,20240508-00000005,2024-05-08 13:18:41.850544933,budget_tier
20240508-00000015,20240508-00000006,2024-05-08 13:32:05.572611716,budget_tier
20240508-00000017,20240508-00000007,2024-05-08 15:14:02.716332541,budget_tier
20240508-00000024,20240508-00000008,2024-05-08 17:31:59.150096167,random_tier
20240508-00000034,20240508-00000009,2024-05-08 23:56:44.312672058,budget_tier
20240508-00000035,20240508-00000010,2024-05-08 22:44:13.238809256,budget_tier
20240509-00000008,20240509-00000001,2024-05-09 20:10:53.998045933,random_tier
20240509-00000011,20240509-00000002,2024-05-09 22:31:45.084116420,budget_tier
20240509-00000012,20240509-00000003,2024-05-09 17:39:37.220352052,random_tier
20240509-00000017,20240509-00000004,2024-05-09 20:54:42.161868804,random_tier
20240509-00000018,20240509-00000005,2024-05-09 21:29:11.217966187,random_tier
20240509-00000019,20240510-00000001,2024-05-10 00:03:38.367027015,budget_tier
20240510-00000013,20240510-00000001,2024-05-10 15:01:01.090632960,random_tier
20240510-00000017,20240510-00000002,2024-05-10 19:55:42.985167991,random_tier
20240510-00000018,20240510-00000003,2024-05-10 21:15:04.026193511,budget_tier
20240511-00000003,20240511-00000001,2024-05-11 14:39:11.079956893,premium_tier
20240511-00000004,20240511-00000002,2024-05-11 10:28:24.789592528,random_tier
20240511-00000005,20240511-00000003,2024-05-11 11:35:54.101146322,premium_tier
20240511-00000007,20240511-00000004,2024-05-11 11:20:47.139514145,budget_tier
20240511-00000009,20240511-00000005,2024-05-11 11:22:46.472475200,budget_tier
20240511-00000014,20240511-00000006,2024-05-11 13:35:28.288658620,budget_tier
20240511-00000016,20240511-00000007,2024-05-11 13:11:04.603654712,premium_tier
20240511-00000019,20240511-00000008,2024-05-11 15:07:17.169666587,budget_tier
20240511-00000020,20240511-00000009,2024-05-11 15:00:04.085957548,budget_tier
20240511-00000029,20240511-00000010,2024-05-11 19:29:32.947139915,budget_tier
20240511-00000030,20240511-00000011,2024-05-11 20:06:11.409380522,random_tier
20240511-00000031,20240511-00000012,2024-05-11 20:06:40.149402436,random_tier
20240511-00000032,20240511-00000013,2024-05-11 21:42:44.331522998,budget_tier
20240511-00000037,20240511-00000014,2024-05-11 22:59:27.381996388,random_tier
20240512-00000004,20240512-00000001,2024-05-12 08:30:22.750324027,random_tier
20240512-00000020,20240512-00000002,2024-05-12 14:08:18.660302756,premium_tier
20240512-00000024,20240512-00000003,2024-05-12 16:07:26.950842491,random_tier
20240512-00000026,20240512-00000004,2024-05-12 16:15:54.096806424,premium_tier
20240512-00000032,20240512-00000005,2024-05-12 17:51:02.287551783,random_tier
20240512-00000036,20240512-00000006,2024-05-12 18:20:31.642208810,random_tier
20240512-00000037,20240512-00000007,2024-05-12 19:04:37.261636368,budget_tier
20240512-00000041,20240512-00000008,2024-05-12 21:03:46.095407932,budget_tier
20240512-00000043,20240512-00000009,2024-05-12 22:49:22.543730540,budget_tier
20240513-00000001,20240513-00000001,2024-05-13 06:44:06.586398544,random_tier
20240513-00000003,20240513-00000002,2024-05-13 10:27:28.467499876,random_tier
20240513-00000005,20240513-00000003,2024-05-13 12:00:32.896521266,budget_tier
20240513-00000007,20240513-00000004,2024-05-13 12:22:30.086592282,premium_tier
20240513-00000010,20240513-00000005,2024-05-13 13:20:14.473484467,budget_tier
20240513-00000011,20240513-00000006,2024-05-13 13:59:02.454496361,budget_tier
20240513-00000012,20240513-00000007,2024-05-13 16:17:22.495210877,budget_tier
20240513-00000014,20240513-00000008,2024-05-13 15:21:09.340782497,random_tier
20240513-00000015,20240513-00000009,2024-05-13 16:09:01.964082190,random_tier
20240514-00000008,20240514-00000001,2024-05-14 11:02:10.874280018,random_tier
20240514-00000010,20240514-00000002,2024-05-14 11:37:50.820691285,budget_tier
20240515-00000001,20240515-00000001,2024-05-15 07:15:52.402721393,budget_tier
20240515-00000002,20240515-00000002,2024-05-15 09:04:27.345009465,budget_tier
20240515-00000009,20240515-00000003,2024-05-15 13:59:00.442165202,budget_tier
20240515-00000010,20240515-00000004,2024-05-15 14:19:42.115250775,budget_tier
20240515-00000012,20240515-00000005,2024-05-15 17:33:32.192041354,random_tier
20240515-00000014,20240515-00000006,2024-05-15 18:17:18.749405802,budget_tier
20240515-00000017,20240515-00000007,2024-05-15 20:03:51.029859195,budget_tier
20240515-00000023,20240515-00000008,2024-05-15 22:19:57.049566396,random_tier
20240515-00000025,20240515-00000009,2024-05-15 22:59:12.666878431,budget_tier
20240516-00000002,20240516-00000001,2024-05-16 08:34:41.755707600,budget_tier
20240516-00000005,20240516-00000002,2024-05-16 09:16:17.251034698,budget_tier
20240516-00000010,20240516-00000003,2024-05-16 12:03:08.332495266,random_tier
20240516-00000019,20240516-00000004,2024-05-16 16:44:17.688225922,random_tier
20240516-00000023,20240516-00000005,2024-05-16 19:16:24.979845794,budget_tier
20240516-00000028,20240516-00000006,2024-05-16 21:39:30.726877436,budget_tier
20240517-00000011,20240517-00000001,2024-05-17 21:01:32.063094106,budget_tier
20240517-00000015,20240517-00000002,2024-05-17 14:51:34.890629309,budget_tier
20240517-00000018,20240517-00000003,2024-05-17 16:58:32.182111561,budget_tier
20240517-00000021,20240517-00000004,2024-05-17 18:41:56.721576246,random_tier
20240517-00000023,20240517-00000005,2024-05-17 19:57:05.931937307,random_tier
20240518-00000003,20240518-00000001,2024-05-18 09:52:46.278374785,random_tier
20240518-00000005,20240518-00000002,2024-05-18 12:18:05.771724730,random_tier
20240518-00000009,20240518-00000003,2024-05-18 11:59:06.014070375,budget_tier
20240518-00000019,20240518-00000004,2024-05-18 14:35:04.087860289,premium_tier
20240518-00000023,20240518-00000005,2024-05-18 17:08:34.372790875,budget_tier
20240518-00000028,20240518-00000006,2024-05-18 18:34:51.770551955,premium_tier
20240518-00000029,20240518-00000007,2024-05-18 18:58:10.738277145,budget_tier
20240519-00000005,20240519-00000001,2024-05-19 11:21:07.096010442,random_tier
20240519-00000011,20240519-00000002,2024-05-19 11:39:49.724852247,budget_tier
20240519-00000012,20240519-00000003,2024-05-19 11:57:46.738469190,budget_tier
20240519-00000013,20240519-00000004,2024-05-19 18:52:25.874863110,budget_tier
20240519-00000021,20240519-00000005,2024-05-19 15:15:23.973196362,budget_tier
20240519-00000032,20240519-00000006,2024-05-19 17:22:34.771558360,random_tier
20240519-00000036,20240519-00000007,2024-05-19 18:24:16.553411996,budget_tier
20240519-00000040,20240519-00000008,2024-05-19 20:52:49.275034656,premium_tier
20240519-00000047,20240519-00000009,2024-05-19 22:02:02.733709629,budget_tier
20240520-00000003,20240520-00000001,2024-05-20 11:12:31.559945585,budget_tier
20240520-00000023,20240520-00000002,2024-05-20 20:59:55.060892239,budget_tier
20240520-00000026,20240520-00000003,2024-05-20 23:39:37.272053228,budget_tier
20240521-00000001,20240521-00000001,2024-05-21 06:26:22.757557188,budget_tier
20240521-00000003,20240521-00000002,2024-05-21 10:30:13.584859774,budget_tier
20240521-00000009,20240521-00000003,2024-05-21 13:05:16.065446786,budget_tier
20240522-00000009,20240522-00000001,2024-05-22 13:01:34.979638160,budget_tier
20240522-00000010,20240522-00000002,2024-05-22 13:44:15.353841283,random_tier
20240522-00000012,20240522-00000003,2024-05-22 15:48:36.284051234,random_tier
20240522-00000013,20240522-00000004,2024-05-22 15:03:56.200317599,budget_tier
20240522-00000015,20240522-00000005,2024-05-22 15:16:03.664398478,random_tier
20240522-00000019,20240522-00000006,2024-05-22 20:22:52.608985953,budget_tier
20240522-00000020,20240522-00000007,2024-05-22 18:47:24.541423125,random_tier
20240522-00000021,20240522-00000008,2024-05-22 19:13:42.645475419,budget_tier
20240522-00000031,20240522-00000009,2024-05-22 20:40:34.233273995,random_tier
20240523-00000001,20240523-00000001,2024-05-23 09:34:26.568436311,budget_tier
20240523-00000005,20240523-00000002,2024-05-23 10:29:29.598881494,random_tier
20240523-00000008,20240523-00000003,2024-05-23 12:35:51.151340721,budget_tier
20240523-00000011,20240523-00000004,2024-05-23 13:34:16.468817010,random_tier
20240523-00000013,20240523-00000005,2024-05-23 15:40:44.255198398,random_tier
20240523-00000018,20240523-00000006,2024-05-23 17:05:27.754414670,budget_tier
20240523-00000026,20240524-00000001,2024-05-24 00:14:54.482565874,budget_tier
20240523-00000028,20240523-00000007,2024-05-23 20:30:36.356120473,random_tier
20240523-00000031,20240523-00000008,2024-05-23 21:29:47.330022107,premium_tier
20240523-00000033,20240523-00000009,2024-05-23 22:14:09.412730808,random_tier
20240523-00000034,20240524-00000002,2024-05-24 00:00:12.601099401,budget_tier
20240523-00000037,20240523-00000010,2024-05-23 23:53:00.157398380,budget_tier
20240524-00000003,20240524-00000001,2024-05-24 10:10:42.472416815,random_tier
20240524-00000007,20240524-00000002,2024-05-24 11:06:16.106403594,budget_tier
20240524-00000014,20240524-00000003,2024-05-24 17:24:33.070030771,budget_tier
20240524-00000015,20240524-00000004,2024-05-24 17:21:27.619378801,budget_tier
20240524-00000018,20240524-00000005,2024-05-24 19:38:43.810312212,budget_tier
20240524-00000022,20240524-00000006,2024-05-24 23:27:31.811024872,budget_tier
20240524-00000025,20240524-00000007,2024-05-24 21:37:30.703511953,random_tier
20240525-00000001,20240525-00000001,2024-05-25 07:30:06.255006736,budget_tier
20240525-00000008,20240525-00000002,2024-05-25 11:26:01.396598696,budget_tier
20240525-00000012,20240525-00000003,2024-05-25 12:42:41.220574422,random_tier
20240525-00000014,20240525-00000004,2024-05-25 12:26:12.047038803,budget_tier
20240525-00000019,20240525-00000005,2024-05-25 16:36:22.511538837,budget_tier
20240525-00000022,20240525-00000006,2024-05-25 15:17:48.730522853,budget_tier
20240525-00000024,20240525-00000007,2024-05-25 15:38:16.250809612,budget_tier
20240525-00000026,20240525-00000008,2024-05-25 23:47:38.932239213,random_tier
20240525-00000032,20240525-00000009,2024-05-25 18:17:28.306060470,budget_tier
20240525-00000033,20240525-00000010,2024-05-25 20:02:51.576032368,premium_tier
20240525-00000035,20240525-00000011,2024-05-25 20:53:04.354959894,premium_tier
20240525-00000037,20240525-00000012,2024-05-25 21:26:01.117078322,budget_tier
20240525-00000038,20240525-00000013,2024-05-25 21:28:00.920962108,random_tier
20240526-00000002,20240526-00000001,2024-05-26 07:22:08.263885597,random_tier
20240526-00000004,20240526-00000002,2024-05-26 07:42:03.670812464,premium_tier
20240526-00000008,20240526-00000003,2024-05-26 10:52:54.425765049,premium_tier
20240526-00000015,20240526-00000004,2024-05-26 12:03:10.783419652,budget_tier
20240526-00000029,20240526-00000005,2024-05-26 16:52:32.316436586,budget_tier
20240526-00000039,20240526-00000006,2024-05-26 21:55:54.178629438,budget_tier
20240526-00000042,20240526-00000007,2024-05-26 23:15:45.424033198,budget_tier
20240527-00000003,20240527-00000001,2024-05-27 10:03:21.763128060,random_tier
20240527-00000004,20240527-00000002,2024-05-27 14:53:59.788947686,random_tier
20240527-00000007,20240527-00000003,2024-05-27 13:06:24.963676997,random_tier
20240527-00000013,20240527-00000004,2024-05-27 15:06:25.065731654,random_tier
20240527-00000014,20240527-00000005,2024-05-27 15:30:03.011113229,random_tier
20240527-00000017,20240527-00000006,2024-05-27 15:38:40.176858220,budget_tier
20240527-00000018,20240527-00000007,2024-05-27 16:55:32.416591440,budget_tier
20240527-00000026,20240527-00000008,2024-05-27 19:43:12.749091140,random_tier
20240527-00000029,20240527-00000009,2024-05-27 21:24:00.461840471,budget_tier
20240528-00000008,20240528-00000001,2024-05-28 14:30:50.151862511,budget_tier
20240528-00000014,20240528-00000002,2024-05-28 19:05:47.221987749,random_tier
20240528-00000023,20240528-00000003,2024-05-28 23:35:02.875411875,budget_tier
20240528-00000024,20240528-00000004,2024-05-28 23:52:18.255022312,budget_tier
20240529-00000005,20240529-00000001,2024-05-29 11:55:29.146231508,budget_tier
20240529-00000007,20240529-00000002,2024-05-29 12:20:04.132861170,budget_tier
20240529-00000011,20240529-00000003,2024-05-29 14:10:27.650790788,random_tier
20240529-00000013,20240529-00000004,2024-05-29 15:26:26.476349200,random_tier
20240529-00000015,20240529-00000005,2024-05-29 17:08:35.891658935,random_tier
20240529-00000018,20240529-00000006,2024-05-29 19:07:50.622194987,premium_tier
20240529-00000022,20240529-00000007,2024-05-29 21:38:17.894982550,budget_tier
20240529-00000025,20240529-00000008,2024-05-29 23:19:44.411193792,budget_tier
20240530-00000001,20240530-00000001,2024-05-30 06:17:02.467856740,budget_tier
20240530-00000009,20240530-00000002,2024-05-30 12:08:08.885776123,budget_tier
20240530-00000014,20240530-00000003,2024-05-30 16:51:22.416794822,budget_tier
20240530-00000022,20240530-00000004,2024-05-30 19:41:29.516035390,premium_tier
20240531-00000003,20240531-00000001,2024-05-31 11:13:14.452645507,budget_tier
20240531-00000008,20240531-00000002,2024-05-31 11:11:22.306876199,budget_tier
20240531-00000014,20240531-00000003,2024-05-31 15:36:06.583359203,premium_tier
20240531-00000023,20240531-00000004,2024-05-31 19:56:50.678915685,random_tier
20240531-00000024,20240531-00000005,2024-05-31 22:23:49.224637161,random_tier
20240531-00000028,20240601-00000001,2024-06-01 00:15:21.578992987,budget_tier
20240601-00000018,20240601-00000001,2024-06-01 14:08:46.578938675,budget_tier
20240601-00000027,20240601-00000002,2024-06-01 17:55:33.220894647,budget_tier
20240601-00000030,20240601-00000003,2024-06-01 20:25:53.688424916,budget_tier
20240601-00000041,20240601-00000004,2024-06-01 21:27:52.462546798,budget_tier
20240602-00000002,20240602-00000001,2024-06-02 09:33:45.276735444,budget_tier
20240602-00000006,20240602-00000002,2024-06-02 09:53:41.400228300,random_tier
20240602-00000020,20240602-00000003,2024-06-02 14:09:20.211239315,budget_tier
20240602-00000023,20240602-00000004,2024-06-02 15:57:01.827361109,budget_tier
20240602-00000025,20240602-00000005,2024-06-02 16:28:21.780215651,premium_tier
20240602-00000033,20240602-00000006,2024-06-02 18:23:42.128603423,premium_tier
20240602-00000039,20240602-00000007,2024-06-02 21:26:43.597777899,budget_tier
20240602-00000041,20240602-00000008,2024-06-02 22:48:18.875738302,premium_tier
20240602-00000045,20240602-00000009,2024-06-02 23:48:26.583197540,budget_tier
20240603-00000006,20240603-00000001,2024-06-03 09:37:50.666837884,budget_tier
20240603-00000009,20240603-00000002,2024-06-03 11:12:06.052260000,budget_tier
20240603-00000016,20240603-00000003,2024-06-03 15:55:03.107018600,budget_tier
20240603-00000024,20240603-00000004,2024-06-03 20:49:33.480993458,budget_tier
20240603-00000025,20240603-00000005,2024-06-03 21:18:39.075743965,budget_tier
20240604-00000001,20240604-00000001,2024-06-04 08:58:37.768839122,budget_tier
20240604-00000011,20240604-00000002,2024-06-04 15:14:42.958942338,random_tier
20240604-00000015,20240604-00000003,2024-06-04 16:04:00.059870633,budget_tier
20240604-00000017,20240604-00000004,2024-06-04 17:35:37.591178655,budget_tier
20240604-00000024,20240604-00000005,2024-06-04 20:32:41.586152077,random_tier
20240604-00000029,20240604-00000006,2024-06-04 23:33:07.531784736,budget_tier
20240605-00000009,20240605-00000001,2024-06-05 22:42:15.083802774,random_tier
20240605-00000011,20240605-00000002,2024-06-05 23:59:05.206141644,budget_tier
20240606-00000003,20240606-00000001,2024-06-06 09:31:54.923421638,random_tier
20240606-00000004,20240606-00000002,2024-06-06 10:19:51.230278622,budget_tier
20240606-00000009,20240606-00000003,2024-06-06 14:32:31.073187909,random_tier
20240606-00000013,20240606-00000004,2024-06-06 15:06:18.233765532,random_tier
20240606-00000015,20240606-00000005,2024-06-06 17:47:51.549081394,budget_tier
20240606-00000019,20240606-00000006,2024-06-06 19:45:12.160856526,random_tier
20240606-00000021,20240606-00000007,2024-06-06 21:08:05.383442010,budget_tier
20240606-00000024,20240606-00000008,2024-06-06 21:40:20.608429673,budget_tier
20240606-00000025,20240606-00000009,2024-06-06 22:44:52.098645428,budget_tier
20240606-00000027,20240606-00000010,2024-06-06 23:44:03.142452379,budget_tier
20240607-00000008,20240607-00000001,2024-06-07 14:43:46.970766512,premium_tier
20240607-00000012,20240607-00000002,2024-06-07 17:06:46.322777592,budget_tier
20240607-00000013,20240607-00000003,2024-06-07 18:30:47.363752663,budget_tier
20240607-00000017,20240607-00000004,2024-06-07 17:51:33.494698096,budget_tier
20240607-00000028,20240607-00000005,2024-06-07 21:45:16.428667077,budget_tier
20240607-00000029,20240607-00000006,2024-06-07 23:05:08.250777628,random_tier
20240608-00000007,20240608-00000001,2024-06-08 10:53:33.446733023,random_tier
20240608-00000013,20240608-00000002,2024-06-08 13:40:49.734957360,budget_tier
20240608-00000015,20240608-00000003,2024-06-08 13:47:48.755616219,budget_tier
20240608-00000017,20240608-00000004,2024-06-08 14:36:26.520333801,random_tier
20240608-00000019,20240608-00000005,2024-06-08 14:43:18.202612040,premium_tier
20240608-00000020,20240608-00000006,2024-06-08 14:44:26.804028299,random_tier
20240608-00000026,20240608-00000007,2024-06-08 19:15:51.899954182,premium_tier
20240608-00000028,20240608-00000008,2024-06-08 18:37:10.970252964,budget_tier
20240608-00000031,20240608-00000009,2024-06-08 22:24:56.904485994,budget_tier
20240608-00000037,20240608-00000010,2024-06-08 22:56:48.207179677,random_tier
20240608-00000038,20240608-00000011,2024-06-08 23:08:45.618179447,premium_tier
20240609-00000002,20240609-00000001,2024-06-09 09:10:19.154053230,budget_tier
20240609-00000011,20240609-00000002,2024-06-09 12:51:16.802360691,budget_tier
20240609-00000014,20240609-00000003,2024-06-09 13:52:12.368131487,random_tier
20240609-00000022,20240609-00000004,2024-06-09 16:35:57.557407883,budget_tier
20240609-00000025,20240609-00000005,2024-06-09 16:20:08.082674376,random_tier
20240609-00000034,20240609-00000006,2024-06-09 18:18:02.341612517,random_tier
20240609-00000044,20240609-00000007,2024-06-09 22:03:43.646981833,budget_tier
20240609-00000049,20240610-00000001,2024-06-10 00:22:57.583786309,budget_tier
20240610-00000003,20240610-00000001,2024-06-10 10:03:31.391254799,budget_tier
20240610-00000007,20240610-00000002,2024-06-10 11:48:33.119122995,random_tier
20240610-00000012,20240610-00000003,2024-06-10 14:30:33.043558363,budget_tier
20240610-00000013,20240610-00000004,2024-06-10 15:19:15.428529580,budget_tier
20240610-00000017,20240610-00000005,2024-06-10 17:16:59.327005356,random_tier
20240611-00000002,20240611-00000001,2024-06-11 07:19:52.768206840,budget_tier
20240611-00000003,20240611-00000002,2024-06-11 08:03:47.671615947,random_tier
20240611-00000007,20240611-00000003,2024-06-11 14:06:39.035658412,random_tier
20240611-00000012,20240611-00000004,2024-06-11 17:07:21.359732250,budget_tier
20240611-00000016,20240611-00000005,2024-06-11 18:06:42.414014337,budget_tier
20240611-00000020,20240611-00000006,2024-06-11 21:00:46.473290609,budget_tier
20240611-00000021,20240611-00000007,2024-06-11 21:52:06.701588391,budget_tier
20240612-00000002,20240612-00000001,2024-06-12 09:12:15.097772904,random_tier
20240612-00000004,20240612-00000002,2024-06-12 09:47:37.125149710,budget_tier
20240612-00000022,20240612-00000003,2024-06-12 20:37:14.050070671,budget_tier
20240612-00000025,20240612-00000004,2024-06-12 21:53:14.341240915,budget_tier
20240613-00000005,20240613-00000001,2024-06-13 10:03:14.219686009,budget_tier
20240613-00000010,20240613-00000002,2024-06-13 10:36:26.649566556,premium_tier
20240613-00000015,20240613-00000003,2024-06-13 16:57:27.365647629,budget_tier
20240613-00000020,20240613-00000004,2024-06-13 17:53:56.149963459,random_tier
20240613-00000022,20240613-00000005,2024-06-13 18:57:25.109447941,random_tier
20240613-00000027,20240613-00000006,2024-06-13 20:35:11.682046981,budget_tier
20240613-00000029,20240613-00000007,2024-06-13 21:00:23.189735008,budget_tier
20240613-00000031,20240614-00000001,2024-06-14 00:29:06.816402376,budget_tier
20240613-00000032,20240614-00000002,2024-06-14 00:03:25.869895961,budget_tier
20240614-00000003,20240614-00000001,2024-06-14 11:26:17.603812395,budget_tier
20240614-00000011,20240614-00000002,2024-06-14 15:18:21.737755472,premium_tier
20240614-00000013,20240614-00000003,2024-06-14 15:11:03.784399974,budget_tier
20240614-00000015,20240614-00000004,2024-06-14 20:48:54.124830443,budget_tier
20240614-00000019,20240614-00000005,2024-06-14 21:16:36.680371714,budget_tier
20240615-00000007,20240615-00000001,2024-06-15 09:46:49.143600810,random_tier
20240615-00000028,20240615-00000002,2024-06-15 15:33:14.979746185,budget_tier
20240615-00000030,20240615-00000003,2024-06-15 17:27:42.528335340,premium_tier
20240615-00000031,20240615-00000004,2024-06-15 16:46:15.233527988,random_tier
20240615-00000041,20240615-00000005,2024-06-15 22:36:43.123360471,random_tier
20240616-00000001,20240616-00000001,2024-06-16 05:24:13.209978898,random_tier
20240616-00000004,20240616-00000002,2024-06-16 08:35:21.802720432,budget_tier
20240616-00000005,20240616-00000003,2024-06-16 10:06:50.280860773,budget_tier
20240616-00000007,20240616-00000004,2024-06-16 11:07:46.943168008,random_tier
20240616-00000009,20240616-00000005,2024-06-16 11:29:24.296301341,random_tier
20240616-00000019,20240616-00000006,2024-06-16 13:43:43.869119153,budget_tier
20240616-00000031,20240616-00000007,2024-06-16 17:40:46.846323792,random_tier
20240616-00000036,20240616-00000008,2024-06-16 19:41:41.892646508,random_tier
20240617-00000005,20240617-00000001,2024-06-17 09:58:40.678370830,random_tier
20240617-00000017,20240617-00000002,2024-06-17 16:41:35.772032665,random_tier
20240617-00000019,20240617-00000003,2024-06-17 15:19:26.319531173,premium_tier
20240617-00000023,20240617-00000004,2024-06-17 16:33:50.189172399,budget_tier
20240617-00000024,20240617-00000005,2024-06-17 18:37:25.083766919,budget_tier
20240617-00000027,20240617-00000006,2024-06-17 18:00:14.763853698,budget_tier
20240617-00000028,20240617-00000007,2024-06-17 19:27:15.313326436,random_tier
20240618-00000002,20240618-00000001,2024-06-18 10:27:24.609119231,budget_tier
20240618-00000003,20240618-00000002,2024-06-18 10:30:52.468587582,budget_tier
20240618-00000006,20240618-00000003,2024-06-18 11:51:28.536294510,random_tier
20240618-00000008,20240618-00000004,2024-06-18 12:53:20.403669998,budget_tier
20240618-00000010,20240618-00000005,2024-06-18 13:49:30.589317581,random_tier
20240618-00000013,20240618-00000006,2024-06-18 15:25:52.269923778,random_tier
20240618-00000026,20240618-00000007,2024-06-18 23:23:11.219717951,premium_tier
20240619-00000003,20240619-00000001,2024-06-19 09:51:56.896835522,premium_tier
20240619-00000013,20240619-00000002,2024-06-19 14:15:03.159145851,random_tier
20240619-00000019,20240619-00000003,2024-06-19 17:43:03.236555114,random_tier
