trx_id,tier,date,product,quantity,unit_price,total_price
20230313-00000001,random,2023-03-13 08:24:10.329613234,mozzarella_cheese_200g,2,47400,94800
20230313-00000002,budget,2023-03-13 09:24:46.947734183,chicken_wings_500g,2,27600,55200
20230313-00000002,budget,2023-03-13 09:24:46.947734183,kale,1,4700,4700
20230313-00000003,random,2023-03-13 09:19:36.896825421,black_pepper,1,7400,7400
20230313-00000003,random,2023-03-13 09:19:36.896825421,caramel_popcorn_100g,3,16800,50400
20230313-00000003,random,2023-03-13 09:19:36.896825421,dried_mangoes_100g,1,30900,30900
20230313-00000004,premium,2023-03-13 12:42:33.607695278,chocolate_cake,1,47200,47200
20230313-00000004,premium,2023-03-13 12:42:33.607695278,chicken_wings_500g,1,31900,31900
20230313-00000004,premium,2023-03-13 12:42:33.607695278,fruit_granola_bars_100g,1,24900,24900
20230313-00000004,premium,2023-03-13 12:42:33.607695278,whole_chicken_1kg,4,52500,210000
20230313-00000005,premium,2023-03-13 11:01:06.341707056,almonds_200g,2,69700,139400
20230313-00000005,premium,2023-03-13 11:01:06.341707056,all_purpose_cleaner,2,28500,57000
20230313-00000005,premium,2023-03-13 11:01:06.341707056,lemon_lime_500mL,2,18800,37600
20230313-00000005,premium,2023-03-13 11:01:06.341707056,spinach,1,3500,3500
20230313-00000005,premium,2023-03-13 11:01:06.341707056,spinach,1,4400,4400
20230313-00000005,premium,2023-03-13 11:01:06.341707056,teriyaki_marinade_250mL,1,27400,27400
20230313-00000006,budget,2023-03-13 12:28:46.787879287,caramel_popcorn_100g,1,19800,19800
20230313-00000007,random,2023-03-13 12:26:55.902454200,conditioner,3,22800,68400
20230313-00000008,budget,2023-03-13 12:57:51.180139915,whole_chicken_1kg,1,52900,52900
20230313-00000008,budget,2023-03-13 12:57:51.180139915,whole_milk_1L,3,23100,69300
20230313-00000009,budget,2023-03-13 14:11:59.669939359,toilet_paper,1,15200,15200
20230313-00000009,budget,2023-03-13 14:11:59.669939359,almond_milk_1L,1,31600,31600
20230313-00000010,random,2023-03-13 14:55:58.142366018,laundry_detergent,2,39400,78800
20230313-00000010,random,2023-03-13 14:55:58.142366018,lamb_chop_300g,5,94200,471000
20230313-00000011,random,2023-03-13 15:07:34.170660912,white_rice_5kg,3,65400,196200
20230313-00000011,random,2023-03-13 15:07:34.170660912,watermelon,2,47200,94400
20230313-00000011,random,2023-03-13 15:07:34.170660912,potato_chips_150g,2,17000,34000
20230313-00000011,random,2023-03-13 15:07:34.170660912,lettuce,1,3000,3000
20230313-00000012,premium,2023-03-13 19:07:31.148926330,honeydew,6,36500,219000
20230313-00000012,premium,2023-03-13 19:07:31.148926330,spinach,1,3900,3900
20230313-00000012,premium,2023-03-13 19:07:31.148926330,greek_yogurt_150g,2,21000,42000
20230313-00000012,premium,2023-03-13 19:07:31.148926330,black_pepper,5,6900,34500
20230313-00000012,premium,2023-03-13 19:07:31.148926330,dori_fillet_500g,1,39000,39000
20230313-00000013,budget,2023-03-13 18:33:16.452498990,chicken_thigh_500g,1,36900,36900
20230313-00000013,budget,2023-03-13 18:33:16.452498990,lamb_leg_1kg,1,176700,176700
20230313-00000013,budget,2023-03-13 18:33:16.452498990,frozen_pizza,2,44100,88200
20230313-00000014,budget,2023-03-13 19:04:39.944114092,white_rice_5kg,1,79800,79800
20230313-00000015,budget,2023-03-13 20:47:36.035926422,mixed_vegetables_1kg,1,31400,31400
20230313-00000015,budget,2023-03-13 20:47:36.035926422,chicken_breast_500g,1,33000,33000
20230313-00000015,budget,2023-03-13 20:47:36.035926422,vinaigrette_250mL,1,15500,15500
20230314-00000001,budget,2023-03-14 01:15:34.679337593,salted_butter_200g,1,18000,18000
20230314-00000001,budget,2023-03-14 08:01:32.827387874,tortilla_chips_150g,1,16400,16400
20230314-00000001,budget,2023-03-14 08:01:32.827387874,paper_towels,1,13000,13000
20230314-00000001,budget,2023-03-14 08:01:32.827387874,brown_rice_1kg,1,80900,80900
20230314-00000001,budget,2023-03-14 08:01:32.827387874,blueberries,1,5100,5100
20230314-00000002,random,2023-03-14 09:03:13.196274989,kale,3,5600,16800
20230314-00000003,budget,2023-03-14 09:15:05.617829923,brown_rice_1kg,1,80800,80800
20230314-00000003,budget,2023-03-14 09:15:05.617829923,frozen_noodles,2,36200,72400
20230314-00000003,budget,2023-03-14 09:15:05.617829923,olive_oil_500mL,1,54800,54800
20230314-00000004,budget,2023-03-14 09:40:42.725184784,blueberries,2,4400,8800
20230314-00000004,budget,2023-03-14 09:40:42.725184784,lemon_herb_marinade_250mL,1,28700,28700
20230314-00000004,budget,2023-03-14 09:40:42.725184784,lettuce,1,2700,2700
20230314-00000005,random,2023-03-14 09:47:39.778334152,shampoo,1,22000,22000
20230314-00000006,premium,2023-03-14 09:48:17.660674055,corn_1kg,1,29500,29500
20230314-00000006,premium,2023-03-14 09:48:17.660674055,lemon_lime_500mL,1,20000,20000
20230314-00000006,premium,2023-03-14 09:48:17.660674055,dori_fillet_500g,2,45700,91400
20230314-00000006,premium,2023-03-14 09:48:17.660674055,regular_eggs_10pcs,1,18500,18500
20230314-00000006,premium,2023-03-14 09:48:17.660674055,cinnamon,3,10200,30600
20230314-00000006,premium,2023-03-14 09:48:17.660674055,mineral_water_A_600mL,1,2700,2700
20230314-00000006,premium,2023-03-14 09:48:17.660674055,kale,2,5300,10600
20230314-00000006,premium,2023-03-14 09:48:17.660674055,margarine_200g,1,9300,9300
20230314-00000006,premium,2023-03-14 09:48:17.660674055,flavored_yogurt_150g,1,15700,15700
20230314-00000006,premium,2023-03-14 09:48:17.660674055,mozzarella_cheese_200g,1,44000,44000
20230314-00000007,random,2023-03-14 12:08:03.143098245,vanilla_cake,3,41700,125100
20230314-00000007,random,2023-03-14 12:08:03.143098245,whole_chicken_1kg,1,57600,57600
20230314-00000008,budget,2023-03-14 13:22:35.429232837,frozen_pizza,1,57200,57200
20230314-00000008,budget,2023-03-14 13:22:35.429232837,frozen_noodles,1,43500,43500
20230314-00000008,budget,2023-03-14 13:22:35.429232837,toilet_paper,1,13700,13700
20230314-00000009,budget,2023-03-14 12:50:20.511332519,whole_chicken_1kg,3,56000,168000
20230314-00000009,budget,2023-03-14 12:50:20.511332519,barbecue_marinade_250mL,1,23000,23000
20230314-00000009,budget,2023-03-14 12:50:20.511332519,potato_chips_150g,1,17900,17900
20230314-00000010,random,2023-03-14 14:13:57.819283619,orange_soda_500mL,1,20300,20300
20230314-00000011,budget,2023-03-14 14:41:06.892000009,paprika,1,9000,9000
20230314-00000011,budget,2023-03-14 14:41:06.892000009,whole_chicken_1kg,2,50700,101400
20230314-00000011,budget,2023-03-14 14:41:06.892000009,mangoes,1,4700,4700
20230314-00000011,budget,2023-03-14 14:41:06.892000009,white_rice_5kg,1,70800,70800
20230314-00000012,budget,2023-03-14 15:13:27.397746753,spinach,1,4200,4200
20230314-00000012,budget,2023-03-14 15:13:27.397746753,frozen_noodles,2,32300,64600
20230314-00000012,budget,2023-03-14 15:13:27.397746753,mayonnaise,1,13200,13200
20230314-00000013,random,2023-03-14 15:40:22.616741114,paper_towels,2,13300,26600
20230314-00000013,random,2023-03-14 15:40:22.616741114,conditioner,1,20600,20600
20230314-00000013,random,2023-03-14 15:40:22.616741114,chicken_breast_500g,1,33600,33600
20230314-00000014,budget,2023-03-14 20:54:43.041127092,beef_roast_1kg,1,148500,148500
20230314-00000015,premium,2023-03-14 21:05:04.337701110,lemon_herb_marinade_250mL,3,23800,71400
20230314-00000015,premium,2023-03-14 21:05:04.337701110,lemons,1,3800,3800
20230314-00000015,premium,2023-03-14 21:05:04.337701110,salmon_fillet_500g,3,93000,279000
20230314-00000015,premium,2023-03-14 21:05:04.337701110,whole_chicken_1kg,1,58600,58600
20230314-00000015,premium,2023-03-14 21:05:04.337701110,cherries,2,7100,14200
20230314-00000016,random,2023-03-14 21:54:42.992765259,ranch_dressing_250mL,4,19600,78400
20230314-00000016,random,2023-03-14 21:54:42.992765259,frozen_noodles,1,39300,39300
20230314-00000016,random,2023-03-14 21:54:42.992765259,dish_soap,3,19900,59700
20230314-00000016,random,2023-03-14 21:54:42.992765259,shampoo,1,19200,19200
20230315-00000001,budget,2023-03-15 01:30:49.137849396,whole_chicken_1kg,6,56700,340200
20230315-00000001,budget,2023-03-15 01:30:49.137849396,spinach,3,4300,12900
20230315-00000001,budget,2023-03-15 06:33:47.826201070,frozen_dumplings,1,42900,42900
20230315-00000001,budget,2023-03-15 06:33:47.826201070,chicken_breast_500g,3,37000,111000
20230315-00000001,budget,2023-03-15 06:33:47.826201070,organic_eggs_10pcs,1,32300,32300
20230315-00000002,budget,2023-03-15 10:29:36.420167869,mixed_vegetables_1kg,1,33700,33700
20230315-00000002,budget,2023-03-15 10:29:36.420167869,white_rice_5kg,1,75600,75600
20230315-00000002,budget,2023-03-15 10:29:36.420167869,tortilla_chips_150g,1,17900,17900
20230315-00000002,budget,2023-03-15 10:29:36.420167869,blueberries,2,4500,9000
20230315-00000003,budget,2023-03-15 11:50:47.031326416,brown_rice_1kg,1,79500,79500
20230315-00000003,budget,2023-03-15 11:50:47.031326416,oranges,1,3100,3100
20230315-00000004,premium,2023-03-15 12:12:39.242101455,apple_juice_750mL,1,33100,33100
20230315-00000004,premium,2023-03-15 12:12:39.242101455,brown_rice_1kg,1,87100,87100
20230315-00000004,premium,2023-03-15 12:12:39.242101455,laundry_detergent,4,41400,165600
20230315-00000004,premium,2023-03-15 12:12:39.242101455,danish,2,12700,25400
20230315-00000004,premium,2023-03-15 12:12:39.242101455,peas_1kg,1,31300,31300
20230315-00000005,premium,2023-03-15 13:13:57.262359694,laundry_detergent,1,35000,35000
20230315-00000005,premium,2023-03-15 13:13:57.262359694,frozen_noodles,1,37100,37100
20230315-00000005,premium,2023-03-15 13:13:57.262359694,black_tea_100g,3,13000,39000
20230315-00000005,premium,2023-03-15 13:13:57.262359694,caramel_popcorn_100g,1,16400,16400
20230315-00000005,premium,2023-03-15 13:13:57.262359694,facial_cleanser,2,18300,36600
20230315-00000005,premium,2023-03-15 13:13:57.262359694,dried_mangoes_100g,1,30700,30700
20230315-00000005,premium,2023-03-15 13:13:57.262359694,raspberries,1,4900,4900
20230315-00000005,premium,2023-03-15 13:13:57.262359694,cola_500mL,3,17700,53100
20230315-00000006,random,2023-03-15 20:22:06.665359761,toilet_paper,1,16400,16400
20230315-00000007,random,2023-03-15 22:06:24.574704897,instant_coffee_200g,1,17700,17700
20230315-00000007,random,2023-03-15 22:06:24.574704897,conditioner,1,23500,23500
20230315-00000007,random,2023-03-15 22:06:24.574704897,peas_1kg,2,26300,52600
20230315-00000007,random,2023-03-15 22:06:24.574704897,whole_chicken_1kg,1,63400,63400
20230316-00000001,budget,2023-03-16 10:42:17.225165638,dish_soap,1,17000,17000
20230316-00000001,budget,2023-03-16 10:42:17.225165638,spinach,2,4000,8000
20230316-00000002,random,2023-03-16 10:59:35.472647901,lamb_chop_300g,1,68300,68300
20230316-00000002,random,2023-03-16 10:59:35.472647901,watermelon,1,44000,44000
20230316-00000003,random,2023-03-16 10:03:21.580396268,frozen_dumplings,1,38800,38800
20230316-00000003,random,2023-03-16 10:03:21.580396268,kale,1,5500,5500
20230316-00000004,random,2023-03-16 10:11:52.224658222,tortilla_chips_150g,2,16500,33000
20230316-00000004,random,2023-03-16 10:11:52.224658222,premium_white_rice_5kg,1,105400,105400
20230316-00000004,random,2023-03-16 10:11:52.224658222,instant_coffee_200g,1,18100,18100
20230316-00000004,random,2023-03-16 10:11:52.224658222,spinach,3,3500,10500
20230316-00000005,budget,2023-03-16 12:30:05.852608604,olive_oil_500mL,1,54600,54600
20230316-00000005,budget,2023-03-16 12:30:05.852608604,frozen_dumplings,1,44600,44600
20230316-00000006,budget,2023-03-16 11:47:33.178247667,kale,1,5000,5000
20230316-00000006,budget,2023-03-16 11:47:33.178247667,spinach,3,3500,10500
20230316-00000006,budget,2023-03-16 11:47:33.178247667,premium_white_rice_5kg,1,89400,89400
20230316-00000007,budget,2023-03-16 12:38:36.550092145,kale,1,5300,5300
20230316-00000008,budget,2023-03-16 14:42:35.379873310,toilet_paper,1,15300,15300
20230316-00000008,budget,2023-03-16 14:42:35.379873310,whole_wheat_bread,1,19100,19100
20230316-00000008,budget,2023-03-16 14:42:35.379873310,watermelon,1,44400,44400
20230316-00000008,budget,2023-03-16 14:42:35.379873310,moisturizer,1,28100,28100
20230316-00000009,budget,2023-03-16 16:57:45.741954786,peaches,1,3100,3100
20230316-00000010,random,2023-03-16 19:41:15.306377081,peas_1kg,2,31200,62400
20230316-00000010,random,2023-03-16 19:41:15.306377081,caramel_popcorn_100g,1,18600,18600
20230316-00000010,random,2023-03-16 19:41:15.306377081,dried_mangoes_100g,1,30900,30900
20230316-00000010,random,2023-03-16 19:41:15.306377081,lamb_leg_1kg,3,178100,534300
20230316-00000011,budget,2023-03-16 19:49:18.267716592,kale,2,5100,10200
20230316-00000011,budget,2023-03-16 19:49:18.267716592,greek_yogurt_150g,1,18900,18900
20230316-00000011,budget,2023-03-16 19:49:18.267716592,oranges,1,2900,2900
20230316-00000012,budget,2023-03-16 20:05:55.827789087,white_rice_5kg,1,68300,68300
20230316-00000012,budget,2023-03-16 20:05:55.827789087,mixed_vegetables_1kg,1,33500,33500
20230316-00000013,budget,2023-03-16 20:30:16.482598527,beef_roast_1kg,1,169000,169000
20230316-00000013,budget,2023-03-16 20:30:16.482598527,mixed_nuts_200g,1,52500,52500
20230316-00000013,budget,2023-03-16 20:30:16.482598527,whole_chicken_1kg,2,51400,102800
20230316-00000013,budget,2023-03-16 20:30:16.482598527,danish,2,11700,23400
20230316-00000014,budget,2023-03-16 22:47:37.771415102,cantaloupe,5,39400,197000
20230316-00000014,budget,2023-03-16 22:47:37.771415102,chicken_thigh_500g,4,38900,155600
20230317-00000001,budget,2023-03-17 09:56:51.104664574,vinaigrette_250mL,1,14500,14500
20230317-00000001,budget,2023-03-17 09:56:51.104664574,whole_wheat_bread,1,18700,18700
20230317-00000002,budget,2023-03-17 09:59:56.808080046,chicken_thigh_500g,2,39200,78400
20230317-00000002,budget,2023-03-17 09:59:56.808080046,barbecue_marinade_250mL,1,22800,22800
20230317-00000002,budget,2023-03-17 09:59:56.808080046,paper_towels,1,12100,12100
20230317-00000002,budget,2023-03-17 09:59:56.808080046,lettuce,3,3100,9300
20230317-00000003,budget,2023-03-17 11:09:07.207271787,premium_white_rice_5kg,1,96100,96100
20230317-00000003,budget,2023-03-17 11:09:07.207271787,spinach,1,3600,3600
20230317-00000003,budget,2023-03-17 11:09:07.207271787,flavored_yogurt_150g,1,16700,16700
20230317-00000004,budget,2023-03-17 11:49:54.545295341,brown_rice_1kg,1,76900,76900
20230317-00000005,budget,2023-03-17 11:55:13.943012794,raspberries,1,4800,4800
20230317-00000005,budget,2023-03-17 11:55:13.943012794,brown_rice_1kg,1,91300,91300
20230317-00000005,budget,2023-03-17 11:55:13.943012794,vanilla_cake,1,46500,46500
20230317-00000006,budget,2023-03-17 13:52:16.283782048,brown_rice_1kg,1,79500,79500
20230317-00000006,budget,2023-03-17 13:52:16.283782048,oatmeal_raisin_cookies,1,9400,9400
20230317-00000006,budget,2023-03-17 13:52:16.283782048,dried_cranberries_100g,1,28000,28000
20230317-00000007,premium,2023-03-17 16:41:58.094413534,ground_beef_500g,2,50900,101800
20230317-00000007,premium,2023-03-17 16:41:58.094413534,orange_juice_750mL,2,46100,92200
20230317-00000007,premium,2023-03-17 16:41:58.094413534,dish_soap,1,17700,17700
20230317-00000007,premium,2023-03-17 16:41:58.094413534,ground_coffee_250g,2,26500,53000
20230317-00000007,premium,2023-03-17 16:41:58.094413534,white_rice_5kg,4,78900,315600
20230317-00000008,budget,2023-03-17 15:31:30.710221037,apple_juice_750mL,1,32100,32100
20230317-00000008,budget,2023-03-17 15:31:30.710221037,spinach,1,3700,3700
20230317-00000009,premium,2023-03-17 16:21:55.140136379,ground_coffee_250g,1,26000,26000
20230317-00000009,premium,2023-03-17 16:21:55.140136379,teriyaki_marinade_250mL,2,26700,53400
20230317-00000009,premium,2023-03-17 16:21:55.140136379,honeydew,2,33200,66400
20230317-00000009,premium,2023-03-17 16:21:55.140136379,paper_towels,4,13100,52400
20230317-00000009,premium,2023-03-17 16:21:55.140136379,mixed_vegetables_1kg,1,32400,32400
20230317-00000009,premium,2023-03-17 16:21:55.140136379,mineral_water_B_600mL,2,5300,10600
20230317-00000009,premium,2023-03-17 16:21:55.140136379,pineapples,1,5000,5000
20230317-00000009,premium,2023-03-17 16:21:55.140136379,organic_eggs_10pcs,1,30900,30900
20230317-00000010,budget,2023-03-17 16:15:13.241947731,lamb_leg_1kg,1,173500,173500
20230317-00000010,budget,2023-03-17 16:15:13.241947731,chicken_breast_500g,1,42800,42800
20230317-00000011,budget,2023-03-17 16:25:16.539419757,almond_milk_1L,1,29800,29800
20230317-00000011,budget,2023-03-17 16:25:16.539419757,spinach,1,4000,4000
20230317-00000012,random,2023-03-17 17:30:18.370603404,kale,6,5500,33000
20230317-00000012,random,2023-03-17 17:30:18.370603404,blueberry_muffin,1,7900,7900
20230317-00000012,random,2023-03-17 17:30:18.370603404,coconut_oil_500mL,1,23800,23800
20230317-00000012,random,2023-03-17 17:30:18.370603404,corn_1kg,1,32700,32700
20230317-00000013,random,2023-03-17 17:11:32.238001570,chicken_thigh_500g,3,36900,110700
20230317-00000013,random,2023-03-17 17:11:32.238001570,barbecue_marinade_250mL,1,20500,20500
20230317-00000014,budget,2023-03-17 17:01:38.210834098,whole_milk_1L,3,22100,66300
20230317-00000014,budget,2023-03-17 17:01:38.210834098,spinach,2,3900,7800
20230317-00000014,budget,2023-03-17 17:01:38.210834098,vinaigrette_250mL,1,18500,18500
20230317-00000015,budget,2023-03-17 17:32:21.277218592,olive_oil_500mL,1,47200,47200
20230317-00000016,budget,2023-03-17 19:49:05.965153486,lettuce,2,2800,5600
20230317-00000016,budget,2023-03-17 19:49:05.965153486,cinnamon,1,7700,7700
20230317-00000017,budget,2023-03-17 20:53:49.429762353,whole_chicken_1kg,3,51900,155700
20230317-00000017,budget,2023-03-17 20:53:49.429762353,vinaigrette_250mL,1,16900,16900
20230317-00000018,random,2023-03-17 22:32:42.995047666,honey_granola_bars_100g,2,28700,57400
20230317-00000018,random,2023-03-17 22:32:42.995047666,teriyaki_marinade_250mL,3,24100,72300
20230318-00000001,premium,2023-03-18 06:29:44.462436974,frozen_noodles,1,41200,41200
20230318-00000001,premium,2023-03-18 06:29:44.462436974,dori_fillet_500g,3,43600,130800
20230318-00000001,premium,2023-03-18 06:29:44.462436974,almonds_200g,3,50100,150300
20230318-00000001,premium,2023-03-18 06:29:44.462436974,chocolate_muffin,3,6600,19800
20230318-00000001,premium,2023-03-18 06:29:44.462436974,moisturizer,1,23700,23700
20230318-00000001,premium,2023-03-18 06:29:44.462436974,caramel_popcorn_100g,1,16900,16900
20230318-00000001,premium,2023-03-18 06:29:44.462436974,unsalted_butter_200g,2,22300,44600
20230318-00000001,premium,2023-03-18 06:29:44.462436974,toilet_paper,1,15500,15500
20230318-00000001,premium,2023-03-18 06:29:44.462436974,frozen_pizza,1,46400,46400
20230318-00000001,premium,2023-03-18 06:29:44.462436974,olive_oil_500mL,3,54100,162300
20230318-00000002,budget,2023-03-18 07:49:24.591927502,beef_roast_1kg,1,177400,177400
20230318-00000002,budget,2023-03-18 07:49:24.591927502,watermelon,1,41600,41600
20230318-00000002,budget,2023-03-18 07:49:24.591927502,whole_chicken_1kg,1,52300,52300
20230318-00000002,budget,2023-03-18 07:49:24.591927502,corn_1kg,3,28400,85200
20230318-00000003,premium,2023-03-18 07:52:39.177377996,buttered_popcorn_100g,1,13200,13200
20230318-00000003,premium,2023-03-18 07:52:39.177377996,corn_1kg,3,26800,80400
20230318-00000003,premium,2023-03-18 07:52:39.177377996,whole_wheat_bread,4,21400,85600
20230318-00000003,premium,2023-03-18 07:52:39.177377996,kale,1,5100,5100
20230318-00000003,premium,2023-03-18 07:52:39.177377996,lettuce,1,3100,3100
20230318-00000003,premium,2023-03-18 07:52:39.177377996,beef_roast_1kg,4,172000,688000
20230318-00000003,premium,2023-03-18 07:52:39.177377996,regular_eggs_10pcs,3,17200,51600
20230318-00000003,premium,2023-03-18 07:52:39.177377996,margarine_200g,1,8800,8800
20230318-00000003,premium,2023-03-18 07:52:39.177377996,salmon_fillet_500g,3,77200,231600
20230318-00000003,premium,2023-03-18 07:52:39.177377996,mozzarella_cheese_200g,1,52100,52100
20230318-00000004,random,2023-03-18 08:04:57.296923287,fruit_granola_bars_100g,3,24600,73800
20230318-00000004,random,2023-03-18 08:04:57.296923287,flavored_yogurt_150g,1,14200,14200
20230318-00000004,random,2023-03-18 08:04:57.296923287,chicken_thigh_500g,3,38900,116700
20230318-00000005,budget,2023-03-18 09:57:40.643003164,lemon_herb_marinade_250mL,1,26700,26700
20230318-00000006,budget,2023-03-18 09:50:57.797456164,kale,3,5600,16800
20230318-00000006,budget,2023-03-18 09:50:57.797456164,mangoes,1,3900,3900
20230318-00000006,budget,2023-03-18 09:50:57.797456164,whole_chicken_1kg,2,54700,109400
20230318-00000006,budget,2023-03-18 09:50:57.797456164,unsalted_butter_200g,2,19200,38400
20230318-00000007,budget,2023-03-18 10:01:33.746972009,toothbrush,1,9500,9500
20230318-00000008,budget,2023-03-18 11:00:14.622609043,mozzarella_cheese_200g,1,45100,45100
20230318-00000008,budget,2023-03-18 11:00:14.622609043,brown_rice_1kg,1,77300,77300
20230318-00000009,budget,2023-03-18 12:01:51.581490564,mixed_vegetables_1kg,1,35500,35500
20230318-00000009,budget,2023-03-18 12:01:51.581490564,lamb_leg_1kg,1,173700,173700
20230318-00000010,random,2023-03-18 13:04:48.234972307,whole_chicken_1kg,1,55200,55200
20230318-00000010,random,2023-03-18 13:04:48.234972307,kale,2,5700,11400
20230318-00000010,random,2023-03-18 13:04:48.234972307,blueberries,3,4900,14700
20230318-00000011,random,2023-03-18 13:36:49.113715255,croissant,1,13200,13200
20230318-00000012,budget,2023-03-18 15:10:55.081659474,all_purpose_cleaner,1,27900,27900
20230318-00000012,budget,2023-03-18 15:10:55.081659474,honey_granola_bars_100g,2,24500,49000
20230318-00000012,budget,2023-03-18 15:10:55.081659474,peaches,1,3300,3300
20230318-00000013,budget,2023-03-18 15:23:40.068499430,dried_mangoes_100g,2,32600,65200
20230318-00000013,budget,2023-03-18 15:23:40.068499430,mustard,1,10200,10200
20230318-00000014,random,2023-03-18 15:56:31.703061302,spinach,1,3800,3800
20230318-00000014,random,2023-03-18 15:56:31.703061302,regular_eggs_10pcs,1,19200,19200
20230318-00000014,random,2023-03-18 15:56:31.703061302,ground_coffee_250g,2,25800,51600
20230318-00000014,random,2023-03-18 15:56:31.703061302,premium_white_rice_5kg,2,104900,209800
20230318-00000015,budget,2023-03-18 16:18:54.130840600,premium_white_rice_5kg,1,103800,103800
20230318-00000015,budget,2023-03-18 16:18:54.130840600,beef_steak_300g,1,72700,72700
20230318-00000016,budget,2023-03-18 16:50:52.423858261,premium_white_rice_5kg,1,112300,112300
20230318-00000017,budget,2023-03-18 17:32:51.808378866,frozen_dumplings,3,44400,133200
20230318-00000017,budget,2023-03-18 17:32:51.808378866,olive_oil_500mL,1,51700,51700
20230318-00000017,budget,2023-03-18 17:32:51.808378866,mixed_vegetables_1kg,3,30900,92700
20230318-00000018,random,2023-03-18 18:41:31.166554245,instant_coffee_200g,2,19500,39000
20230318-00000018,random,2023-03-18 18:41:31.166554245,chicken_thigh_500g,1,43000,43000
20230318-00000018,random,2023-03-18 18:41:31.166554245,danish,2,12200,24400
20230318-00000018,random,2023-03-18 18:41:31.166554245,olive_oil_500mL,1,53100,53100
20230318-00000019,budget,2023-03-18 18:39:21.718031505,paper_towels,1,12600,12600
20230318-00000019,budget,2023-03-18 18:39:21.718031505,whole_chicken_1kg,3,60400,181200
20230318-00000019,budget,2023-03-18 18:39:21.718031505,croissant,1,12500,12500
20230318-00000020,budget,2023-03-18 21:38:45.207158973,paper_towels,1,12500,12500
20230318-00000020,budget,2023-03-18 21:38:45.207158973,brown_rice_1kg,1,83700,83700
20230318-00000021,premium,2023-03-18 19:59:39.397493795,salmon_fillet_500g,2,96100,192200
20230318-00000021,premium,2023-03-18 19:59:39.397493795,chocolate_chip_cookies,1,7800,7800
20230318-00000021,premium,2023-03-18 19:59:39.397493795,paprika,1,8700,8700
20230318-00000021,premium,2023-03-18 19:59:39.397493795,oatmeal_raisin_cookies,1,9500,9500
20230318-00000021,premium,2023-03-18 19:59:39.397493795,lemon_herb_marinade_250mL,1,28000,28000
20230318-00000021,premium,2023-03-18 19:59:39.397493795,white_rice_5kg,2,69300,138600
20230318-00000022,random,2023-03-18 20:52:16.279697106,toilet_paper,1,14700,14700
20230318-00000022,random,2023-03-18 20:52:16.279697106,lamb_chop_300g,1,86100,86100
20230318-00000022,random,2023-03-18 20:52:16.279697106,premium_white_rice_5kg,1,110800,110800
20230318-00000023,budget,2023-03-18 21:33:34.757345067,salmon_fillet_500g,1,82600,82600
20230318-00000023,budget,2023-03-18 21:33:34.757345067,chocolate_chip_cookies,1,7800,7800
20230318-00000023,budget,2023-03-18 21:33:34.757345067,spinach,2,4000,8000
20230318-00000024,premium,2023-03-18 22:36:09.031987570,lemons,1,4400,4400
20230318-00000024,premium,2023-03-18 22:36:09.031987570,sugar_cookies,3,5200,15600
20230318-00000024,premium,2023-03-18 22:36:09.031987570,whole_chicken_1kg,3,51600,154800
20230318-00000024,premium,2023-03-18 22:36:09.031987570,green_tea_100g,1,14700,14700
20230318-00000025,budget,2023-03-18 22:55:43.061288758,chicken_breast_500g,3,38200,114600
20230318-00000025,budget,2023-03-18 22:55:43.061288758,apple_juice_750mL,1,28200,28200
20230318-00000026,random,2023-03-18 22:57:00.000138420,organic_eggs_10pcs,2,29500,59000
20230318-00000026,random,2023-03-18 22:57:00.000138420,white_rice_5kg,3,69400,208200
20230319-00000001,budget,2023-03-19 09:28:23.434570431,regular_eggs_10pcs,1,21800,21800
20230319-00000001,budget,2023-03-19 09:28:23.434570431,whole_chicken_1kg,1,54600,54600
20230319-00000001,budget,2023-03-19 09:28:23.434570431,lettuce,1,2700,2700
20230319-00000002,random,2023-03-19 10:30:47.243652178,greek_yogurt_150g,1,19000,19000
20230319-00000002,random,2023-03-19 10:30:47.243652178,ranch_dressing_250mL,1,19300,19300
20230319-00000002,random,2023-03-19 10:30:47.243652178,salted_butter_200g,1,18300,18300
20230319-00000003,budget,2023-03-19 13:09:37.520035808,chicken_breast_500g,2,40900,81800
20230319-00000003,budget,2023-03-19 13:09:37.520035808,flavored_yogurt_150g,1,18000,18000
20230319-00000003,budget,2023-03-19 13:09:37.520035808,unsalted_butter_200g,4,22600,90400
20230319-00000004,budget,2023-03-19 12:53:52.155016545,dish_soap,1,16300,16300
20230319-00000004,budget,2023-03-19 12:53:52.155016545,caramel_popcorn_100g,1,17200,17200
20230319-00000004,budget,2023-03-19 12:53:52.155016545,brown_rice_1kg,1,74800,74800
20230319-00000004,budget,2023-03-19 12:53:52.155016545,jasmine_tea_100g,1,15000,15000
20230319-00000005,premium,2023-03-19 13:25:02.339157568,chicken_wings_500g,2,25900,51800
20230319-00000005,premium,2023-03-19 13:25:02.339157568,brown_rice_1kg,1,83900,83900
20230319-00000005,premium,2023-03-19 13:25:02.339157568,mozzarella_cheese_200g,1,41500,41500
20230319-00000005,premium,2023-03-19 13:25:02.339157568,salmon_fillet_500g,1,98100,98100
20230319-00000005,premium,2023-03-19 13:25:02.339157568,beef_steak_300g,2,69900,139800
20230319-00000005,premium,2023-03-19 13:25:02.339157568,spinach,1,3900,3900
20230319-00000005,premium,2023-03-19 13:25:02.339157568,mozzarella_cheese_200g,2,45500,91000
